# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
0.000000,-0.889681,-248.345254,6.358038,6.405283,1.051227,-66.132415,2.771234,2.287602,0.010651,6.267291,0.038062,0.041897
0.000521,-1.319764,-248.651303,6.185473,6.810149,0.875452,-66.770367,2.899193,2.082761,0.012069,6.270075,0.037556,0.043415
0.001042,-1.414568,-248.118069,6.327121,6.809732,1.159098,-66.106222,2.822789,2.130950,0.014139,6.265653,0.038061,0.042691
0.001564,-1.468283,-247.981922,6.343977,6.786568,1.578547,-65.920633,3.097945,2.046105,0.016734,6.259244,0.038773,0.046974
0.002085,-1.414568,-248.118069,6.327121,6.809732,1.068844,-65.938246,2.836574,2.007109,0.013631,6.266977,0.038057,0.043010
0.002606,-0.922450,-247.773010,6.490170,6.889549,1.068844,-65.938246,2.836574,2.007109,0.010951,6.266977,0.038951,0.043010
0.003127,-1.570685,-248.065451,6.372681,6.754362,1.195482,-66.800269,2.853678,2.089519,0.015259,6.265291,0.038516,0.042710
0.003649,-1.740121,-247.851108,6.424172,6.681105,1.885846,-66.497548,3.004267,2.073037,0.019991,6.254833,0.039098,0.045151
0.004170,-1.649279,-248.680433,6.363872,6.649705,1.485389,-66.802714,3.040003,1.883594,0.017233,6.260954,0.038771,0.045489
0.004691,-1.753989,-248.556474,6.357525,6.963419,1.178011,-66.560129,3.102909,1.824841,0.016109,6.265489,0.038866,0.046606
0.005212,-2.145080,-249.065451,6.500067,6.710165,2.233549,-66.917928,2.875309,2.080815,0.024034,6.249820,0.039010,0.042932
0.005734,-2.157325,-249.473194,6.498222,6.887632,2.315976,-67.550326,2.848428,2.106421,0.024584,6.248914,0.038989,0.042132
0.006255,-2.491007,-248.953846,6.478294,6.902660,2.369236,-66.744262,2.633185,2.047269,0.026668,6.247703,0.038366,0.039417
0.006776,-2.398659,-249.355374,6.446500,6.581946,2.041457,-67.142586,3.179434,2.153017,0.024363,6.252790,0.039435,0.047320
0.007297,-2.419431,-249.776648,6.509532,6.740311,1.847336,-67.696658,3.202783,2.013360,0.023429,6.255904,0.039832,0.047283
0.007819,-2.292737,-250.047552,6.453601,6.706304,2.208096,-68.569151,2.797714,2.128581,0.024796,6.250994,0.038747,0.040771
0.008340,-2.133940,-249.479243,6.436154,6.625756,1.323167,-67.746826,3.051459,1.866367,0.019021,6.263657,0.039187,0.045028
0.008861,-2.360417,-250.322435,6.523208,6.810529,1.789364,-69.367394,3.063286,2.354751,0.022929,6.257396,0.039815,0.044140
0.009382,-2.495850,-249.843104,6.514136,6.730278,2.067515,-68.501578,3.058968,2.100342,0.025159,6.253012,0.039672,0.044624
0.009904,-2.423874,-250.605901,6.467710,6.824497,1.807467,-69.271870,3.135187,2.201825,0.023330,6.257099,0.039626,0.045236
0.010425,-2.313971,-250.547376,6.487451,6.929200,1.980147,-68.884269,3.000752,2.184748,0.023633,6.254447,0.039336,0.043536
0.010946,-2.271768,-250.529586,6.513255,6.922753,1.664055,-68.861870,3.088276,2.066822,0.021662,6.259025,0.039669,0.044827
0.011467,-2.271768,-250.529586,6.513255,6.922753,1.721336,-68.546662,3.044955,2.193491,0.021939,6.258079,0.039499,0.044401
0.011989,-2.385863,-250.110333,6.577910,6.644431,1.704461,-68.372491,3.098180,2.172019,0.022503,6.258261,0.039997,0.045292
0.012510,-2.369764,-250.026853,6.514149,6.651447,1.633335,-68.244808,3.080471,2.168279,0.022018,6.259256,0.039630,0.045119
