# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
0.000000,-21.615433,-329.439499,7.000993,6.918264,73.532463,-228.040415,2.172271,1.979951,0.753604,5.971258,0.052267,0.008994
0.000526,-21.567253,-329.298153,6.974945,7.018262,73.532463,-228.040415,2.172271,1.979951,0.754047,5.971258,0.052545,0.008994
0.001052,-21.381914,-329.088860,6.938318,6.981700,73.532463,-228.040415,2.172271,1.979951,0.754106,5.971258,0.052398,0.008994
0.001578,-21.505186,-328.953279,7.016616,6.867383,73.532463,-228.040415,2.172271,1.979951,0.755424,5.971258,0.052321,0.008994
0.002105,-21.527482,-328.824073,7.046213,6.812320,73.532463,-228.040415,2.172271,1.979951,0.756181,5.971258,0.052283,0.008994
0.002631,-21.654867,-328.711308,7.004761,6.781422,73.532463,-228.040415,2.172271,1.979951,0.757408,5.971258,0.052026,0.008994
0.003157,-21.663741,-328.663661,6.994648,6.818250,73.532463,-228.040415,2.172271,1.979951,0.757691,5.971258,0.052117,0.008994
0.003683,-21.698717,-328.541342,6.973472,6.835162,73.532463,-228.040415,2.172271,1.979951,0.758481,5.971258,0.052117,0.008994
0.004209,-22.013834,-328.463206,7.085712,6.737534,73.532463,-228.040415,2.172271,1.979951,0.760519,5.971258,0.052153,0.008994
0.004735,-21.730670,-328.282247,6.977038,6.694267,73.532463,-228.040415,2.172271,1.979951,0.759938,5.971258,0.051735,0.008994
0.005262,-21.804392,-328.157871,6.956137,6.766807,73.532463,-228.040415,2.172271,1.979951,0.760944,5.971258,0.051905,0.008994
0.005788,-21.866100,-328.056889,6.966614,6.810837,73.532463,-228.040415,2.172271,1.979951,0.761771,5.971258,0.052097,0.008994
0.006314,-21.854241,-327.941315,6.941016,6.893788,73.532463,-228.040415,2.172271,1.979951,0.762287,5.971258,0.052309,0.008994
0.006840,-21.954693,-327.893553,7.147443,6.928921,73.532463,-228.040415,2.172271,1.979951,0.763051,5.971258,0.053165,0.008994
0.007366,-21.762145,-327.813881,6.998655,6.940609,73.532463,-228.040415,2.172271,1.979951,0.762442,5.971258,0.052732,0.008994
0.007892,-21.780394,-327.597604,6.970712,6.928987,73.532463,-228.040415,2.172271,1.979951,0.763621,5.971258,0.052646,0.008994
0.008419,-21.758990,-327.507985,6.987705,6.867617,73.532463,-228.040415,2.172271,1.979951,0.763959,5.971258,0.052535,0.008994
