# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
0.000000,-69.159429,-193.676449,2.640867,2.231089,-56.141973,-196.930607,2.938393,1.948209,1.815760,0.277718,0.225746,0.014044
0.000527,-68.174447,-195.350701,2.806650,3.618892,-56.141973,-196.930607,2.938393,1.948209,1.701353,0.277718,0.338602,0.014044
0.001054,-68.377255,-193.674397,3.099838,2.219236,-56.141973,-196.930607,2.938393,1.948209,1.830900,0.277718,0.241513,0.014044
0.001580,-69.050620,-193.680498,2.795811,2.089177,-56.141973,-196.930607,2.938393,1.948209,1.817447,0.277718,0.220999,0.014044
0.002107,-69.121165,-193.349113,2.620983,2.193447,-56.141973,-196.930607,2.938393,1.948209,1.840037,0.277718,0.223982,0.014044
0.002634,-68.587450,-193.406414,3.071254,2.111523,-56.141973,-196.930607,2.938393,1.948209,1.846743,0.277718,0.231706,0.014044
0.003161,-68.641671,-193.382315,3.086195,2.109002,-56.141973,-196.930607,2.938393,1.948209,1.847390,0.277718,0.230663,0.014044
0.003687,-69.175445,-194.337861,2.659383,2.179823,-56.141973,-196.930607,2.938393,1.948209,1.767163,0.277718,0.223480,0.014044
0.004214,-69.033573,-194.446531,2.838759,2.090769,-56.141973,-196.930607,2.938393,1.948209,1.761153,0.277718,0.221703,0.014044
0.004741,-68.601441,-194.325623,3.097365,2.065300,-56.141973,-196.930607,2.938393,1.948209,1.776904,0.277718,0.228866,0.014044
0.005268,-68.550769,-194.212162,3.078950,2.154335,-56.141973,-196.930607,2.938393,1.948209,1.786463,0.277718,0.234582,0.014044
0.005794,-68.632009,-194.004741,3.033701,2.294815,-56.141973,-196.930607,2.938393,1.948209,1.800903,0.277718,0.240499,0.014044
0.006321,-68.579612,-194.105610,3.049644,2.229914,-56.141973,-196.930607,2.938393,1.948209,1.794140,0.277718,0.238040,0.014044
0.006848,-68.570389,-193.985809,3.065902,2.287145,-56.141973,-196.930607,2.938393,1.948209,1.803447,0.277718,0.241383,0.014044
0.007375,-68.632009,-194.004741,3.033701,2.294815,-56.141973,-196.930607,2.938393,1.948209,1.800903,0.277718,0.240499,0.014044
0.007901,-68.670594,-193.973165,3.033269,2.290742,-56.141973,-196.930607,2.938393,1.948209,1.802608,0.277718,0.239522,0.014044
0.008428,-68.516898,-193.816905,2.979674,2.191272,-56.141973,-196.930607,2.938393,1.948209,1.817293,0.277718,0.236764,0.014044
0.008955,-68.477615,-193.803189,2.997736,2.171670,-56.141973,-196.930607,2.938393,1.948209,1.819092,0.277718,0.236547,0.014044
0.009482,-68.517094,-194.084923,3.081225,2.223498,-56.141973,-196.930607,2.938393,1.948209,1.796819,0.277718,0.239009,0.014044
0.010009,-68.622378,-193.802358,3.071326,2.056796,-56.141973,-196.930607,2.938393,1.948209,1.816389,0.277718,0.228182,0.014044
0.010535,-68.370682,-193.685169,3.053629,2.099832,-56.141973,-196.930607,2.938393,1.948209,1.830211,0.277718,0.235087,0.014044
0.011062,-68.477615,-193.803189,2.997736,2.171670,-56.141973,-196.930607,2.938393,1.948209,1.819092,0.277718,0.236547,0.014044
0.011589,-68.526884,-193.954078,2.996629,2.133721,-56.141973,-196.930607,2.938393,1.948209,1.806658,0.277718,0.233609,0.014044
0.012116,-68.362005,-193.604161,3.022650,2.165634,-56.141973,-196.930607,2.938393,1.948209,1.836569,0.277718,0.238532,0.014044
0.012642,-68.478806,-193.851741,2.978846,2.199401,-56.141973,-196.930607,2.938393,1.948209,1.815367,0.277718,0.237938,0.014044
0.013169,-68.357340,-193.933075,3.022096,2.126508,-56.141973,-196.930607,2.938393,1.948209,1.811432,0.277718,0.236577,0.014044
0.013696,-68.327849,-193.884582,3.030071,2.098202,-56.141973,-196.930607,2.938393,1.948209,1.815741,0.277718,0.235680,0.014044
0.014223,-68.388827,-193.785523,3.018484,2.162919,-56.141973,-196.930607,2.938393,1.948209,1.822172,0.277718,0.237886,0.014044
0.014749,-68.639915,-194.244758,3.036161,2.340300,-56.141973,-196.930607,2.938393,1.948209,1.782480,0.277718,0.243024,0.014044
0.015276,-68.607359,-194.011771,3.087383,2.299761,-56.141973,-196.930607,2.938393,1.948209,1.800808,0.277718,0.241464,0.014044
0.015803,-68.670594,-193.973165,3.033269,2.290742,-56.141973,-196.930607,2.938393,1.948209,1.802608,0.277718,0.239522,0.014044
0.016330,-68.606546,-194.048057,3.023660,2.314546,-56.141973,-196.930607,2.938393,1.948209,1.798061,0.277718,0.242063,0.014044
0.016857,-68.674856,-194.350112,2.979475,2.372378,-56.141973,-196.930607,2.938393,1.948209,1.773856,0.277718,0.244058,0.014044
0.017383,-68.371694,-194.056201,3.197421,2.307474,-56.141973,-196.930607,2.938393,1.948209,1.801641,0.277718,0.247010,0.014044
0.017910,-67.739711,-193.953493,3.685709,2.174157,-56.141973,-196.930607,2.938393,1.948209,1.822069,0.277718,0.255635,0.014044
0.018437,-67.985780,-194.263101,3.609759,2.403597,-56.141973,-196.930607,2.938393,1.948209,1.792324,0.277718,0.262505,0.014044
0.018964,-68.998272,-193.490241,2.688060,2.214532,-56.141973,-196.930607,2.938393,1.948209,1.832271,0.277718,0.227637,0.014044
0.019490,-68.483452,-193.804003,3.043327,2.042516,-56.141973,-196.930607,2.938393,1.948209,1.818917,0.277718,0.229889,0.014044
0.020017,-68.538805,-193.818678,3.027222,2.064582,-56.141973,-196.930607,2.938393,1.948209,1.816741,0.277718,0.229912,0.014044
0.020544,-69.070470,-194.107994,3.264767,2.202326,-56.141973,-196.930607,2.938393,1.948209,1.785748,0.277718,0.228339,0.014044
0.021071,-68.508515,-193.694304,3.092574,2.125378,-56.141973,-196.930607,2.938393,1.948209,1.826754,0.277718,0.233986,0.014044
0.021597,-68.636477,-193.724094,3.051190,2.154619,-56.141973,-196.930607,2.938393,1.948209,1.822009,0.277718,0.232896,0.014044
0.022124,-69.147551,-193.564001,2.670709,2.160220,-56.141973,-196.930607,2.938393,1.948209,1.824095,0.277718,0.222325,0.014044
0.022651,-69.053493,-193.320877,2.674068,2.028183,-56.141973,-196.930607,2.938393,1.948209,1.843410,0.277718,0.217209,0.014044
0.023178,-68.881468,-193.163341,2.627295,2.165069,-56.141973,-196.930607,2.938393,1.948209,1.858318,0.277718,0.226451,0.014044
0.023704,-68.550128,-193.541033,3.113979,2.154385,-56.141973,-196.930607,2.938393,1.948209,1.837463,0.277718,0.234831,0.014044
0.024231,-69.099525,-194.437804,2.738485,2.208414,-56.141973,-196.930607,2.938393,1.948209,1.760856,0.277718,0.226583,0.014044
0.024758,-69.042340,-193.405143,2.721204,2.171267,-56.141973,-196.930607,2.938393,1.948209,1.837566,0.277718,0.224738,0.014044
0.025285,-68.869826,-194.247131,2.662287,2.081541,-56.141973,-196.930607,2.938393,1.948209,1.778588,0.277718,0.223495,0.014044
0.025812,-68.718059,-194.008250,2.680354,2.250188,-56.141973,-196.930607,2.938393,1.948209,1.799118,0.277718,0.235121,0.014044
0.026338,-68.660271,-193.808445,2.817493,2.326879,-56.141973,-196.930607,2.938393,1.948209,1.815218,0.277718,0.240665,0.014044
0.026865,-68.217719,-192.952926,3.037038,2.337351,-56.141973,-196.930607,2.938393,1.948209,1.888997,0.277718,0.249970,0.014044
0.027392,-68.295441,-193.043864,2.986959,2.183595,-56.141973,-196.930607,2.938393,1.948209,1.880323,0.277718,0.240255,0.014044
0.027919,-68.604007,-193.138979,2.803243,2.138465,-56.141973,-196.930607,2.938393,1.948209,1.866152,0.277718,0.231034,0.014044
0.028445,-68.410800,-193.265056,3.008215,2.016293,-56.141973,-196.930607,2.938393,1.948209,1.861124,0.277718,0.229899,0.014044
