# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
6.001096,331.956289,244.535907,10.516369,11.052459,nan,nan,nan,nan,4.077486,nan,0.026357,nan
6.005783,329.113998,248.641491,10.301306,11.100493,nan,nan,nan,nan,4.065385,nan,0.026224,nan
6.010461,323.483706,256.259910,10.543427,11.084488,nan,nan,nan,nan,4.042430,nan,0.026361,nan
6.015139,321.200405,259.629725,10.606436,11.077515,nan,nan,nan,nan,4.032601,nan,0.026377,nan
6.019826,318.141519,263.006456,10.635487,11.186289,nan,nan,nan,nan,4.021580,nan,0.026566,nan
6.024504,316.150043,265.797009,10.648059,11.125608,nan,nan,nan,nan,4.013301,nan,0.026463,nan
6.029183,314.253146,267.958537,10.814873,11.014178,nan,nan,nan,nan,4.006339,nan,0.026468,nan
6.033861,312.667463,270.102605,10.754280,11.029352,nan,nan,nan,nan,3.999900,nan,0.026411,nan
6.038548,311.033434,272.045752,10.934982,11.135269,nan,nan,nan,nan,3.993757,nan,0.026739,nan
6.043226,309.618784,273.379837,10.811443,11.200383,nan,nan,nan,nan,3.989071,nan,0.026709,nan
6.047904,308.602441,274.491234,10.907059,11.221031,nan,nan,nan,nan,3.985425,nan,0.026835,nan
6.052591,307.909363,275.617489,10.634262,11.268483,nan,nan,nan,nan,3.982274,nan,0.026596,nan
6.057269,307.470612,276.277268,10.756910,11.420641,nan,nan,nan,nan,3.980376,nan,0.026923,nan
6.061948,306.743761,277.125762,10.930549,11.240733,nan,nan,nan,nan,3.977674,nan,0.026857,nan
6.066634,306.552588,276.985827,11.019962,11.430714,nan,nan,nan,nan,3.977616,nan,0.027225,nan
6.071313,306.626370,276.938991,11.103227,11.201246,nan,nan,nan,nan,3.977819,nan,0.027004,nan
6.075991,308.466552,275.101090,10.872207,11.279802,nan,nan,nan,nan,3.984104,nan,0.026858,nan
6.080677,309.603841,273.950007,10.649734,11.345673,nan,nan,nan,nan,3.988013,nan,0.026718,nan
6.085356,310.523999,272.409904,10.904463,11.220411,nan,nan,nan,nan,3.992281,nan,0.026833,nan
6.090034,311.959784,270.835511,10.667813,11.370828,nan,nan,nan,nan,3.997438,nan,0.026806,nan
6.094721,313.718119,268.634945,10.647435,11.506540,nan,nan,nan,nan,4.004252,nan,0.026999,nan
6.099399,315.611317,266.280243,10.638369,11.389708,nan,nan,nan,nan,4.011566,nan,0.026841,nan
6.104078,317.580556,263.875439,10.518373,11.242531,nan,nan,nan,nan,4.019093,nan,0.026526,nan
6.108764,319.865201,260.840009,10.617911,11.139289,nan,nan,nan,nan,4.028287,nan,0.026492,nan
6.113442,322.288051,257.684720,10.542088,11.204891,nan,nan,nan,nan,4.037924,nan,0.026539,nan
6.118121,325.375883,254.087662,10.480881,11.251583,nan,nan,nan,nan,4.049400,nan,0.026563,nan
6.122807,328.035563,250.281167,10.526137,11.234436,nan,nan,nan,nan,4.060639,nan,0.026609,nan
6.127486,331.147979,246.655847,10.250382,11.150700,nan,nan,nan,nan,4.072191,nan,0.026248,nan
6.132164,334.204497,241.637288,10.448278,11.284291,nan,nan,nan,nan,4.086378,nan,0.026683,nan
6.136851,337.455330,236.958084,10.306640,11.095273,nan,nan,nan,nan,4.100194,nan,0.026292,nan
6.141529,344.797572,226.033544,10.017091,11.157110,nan,nan,nan,nan,4.132119,nan,0.026261,nan
6.146207,348.520774,220.096882,10.326353,11.047793,nan,nan,nan,nan,4.149117,nan,0.026315,nan
6.150894,352.222568,213.770468,10.370107,10.982485,nan,nan,nan,nan,4.166898,nan,0.026264,nan
6.155572,356.235709,207.200865,10.122407,11.031295,nan,nan,nan,nan,4.185579,nan,0.026228,nan
6.160251,359.855071,200.111908,10.091125,11.036178,nan,nan,nan,nan,4.204882,nan,0.026279,nan
6.164937,364.112137,192.451959,10.138158,11.017454,nan,nan,nan,nan,4.226162,nan,0.026300,nan
6.169616,368.287902,184.359806,9.940977,11.236197,nan,nan,nan,nan,4.248273,nan,0.026681,nan
6.174294,372.217297,175.607111,9.989952,10.934328,nan,nan,nan,nan,4.271566,nan,0.026165,nan
6.178980,376.237359,166.393167,10.016256,10.910816,nan,nan,nan,nan,4.295994,nan,0.026178,nan
6.183659,380.467259,156.785284,9.928881,10.857508,nan,nan,nan,nan,4.321507,nan,0.026069,nan
6.188337,384.204392,146.536372,9.916305,10.867172,nan,nan,nan,nan,4.348017,nan,0.026146,nan
6.193024,387.823412,136.023126,9.811748,10.952356,nan,nan,nan,nan,4.375060,nan,0.026359,nan
6.197702,391.178493,124.972014,9.989386,10.929309,nan,nan,nan,nan,4.403162,nan,0.026411,nan
6.202381,397.723660,101.086612,9.914835,10.719649,nan,nan,nan,nan,4.463496,nan,0.026007,nan
6.207067,403.252003,75.559130,9.783821,10.882304,nan,nan,nan,nan,4.527162,nan,0.026438,nan
6.211745,405.567829,61.579316,9.933252,10.841441,nan,nan,nan,nan,4.561705,nan,0.026381,nan
6.216424,406.784536,47.413183,9.755886,10.785075,nan,nan,nan,nan,4.596357,nan,0.026303,nan
6.221110,408.019683,32.814423,9.881867,10.577546,nan,nan,nan,nan,4.632138,nan,0.025830,nan
6.225789,409.093967,17.628379,10.028395,10.548094,nan,nan,nan,nan,4.669324,nan,0.025758,nan
6.230467,408.757801,2.127523,9.741181,10.556436,nan,nan,nan,nan,4.707184,nan,0.025825,nan
6.235154,408.674068,-14.421139,9.823812,10.568040,nan,nan,nan,nan,4.747662,nan,0.025841,nan
6.239832,407.806415,-30.904063,10.056460,10.398775,nan,nan,nan,nan,4.788026,nan,0.025422,nan
6.244510,405.706514,-48.068242,10.015779,10.492612,nan,nan,nan,nan,4.830320,nan,0.025667,nan
6.249197,402.920132,-65.150483,9.934578,10.327428,nan,nan,nan,nan,4.872697,nan,0.025279,nan
6.253875,399.469774,-82.981095,9.977312,10.380512,nan,nan,nan,nan,4.917204,nan,0.025402,nan
6.258554,395.214961,-101.126060,9.902165,10.333097,nan,nan,nan,nan,4.962890,nan,0.025266,nan
6.263240,389.674205,-119.278530,9.933671,10.175758,nan,nan,nan,nan,5.009431,nan,0.024920,nan
6.267919,376.480154,-155.805852,10.156451,9.671204,nan,nan,nan,nan,5.104777,nan,0.023914,nan
6.272597,368.141742,-174.114325,10.004316,9.730004,nan,nan,nan,nan,5.154167,nan,0.024017,nan
6.277275,358.863156,-192.276719,10.202350,9.752347,nan,nan,nan,nan,5.204260,nan,0.024205,nan
6.281962,348.489409,-210.514001,10.057472,9.560779,nan,nan,nan,nan,5.255800,nan,0.023815,nan
6.286640,336.701342,-228.643814,10.032454,9.573894,nan,nan,nan,nan,5.308929,nan,0.023885,nan
6.291319,324.008173,-245.855663,10.089258,9.388005,nan,nan,nan,nan,5.361495,nan,0.023726,nan
6.296005,310.459765,-262.988237,9.915144,9.419417,nan,nan,nan,nan,5.415193,nan,0.023667,nan
6.300684,295.735080,-279.453684,9.930523,9.227455,nan,nan,nan,nan,5.469489,nan,0.023509,nan
6.305362,279.587939,-295.402714,9.940776,9.166060,nan,nan,nan,nan,5.525285,nan,0.023560,nan
6.310048,262.391170,-310.690976,9.766421,9.181560,nan,nan,nan,nan,5.581869,nan,0.023428,nan
6.314727,245.042150,-324.834477,9.901733,8.945243,nan,nan,nan,nan,5.636900,nan,0.023510,nan
6.319405,226.022095,-339.128810,9.835764,9.031494,nan,nan,nan,nan,5.695313,nan,0.023545,nan
6.324092,205.924365,-351.352623,9.651860,9.023981,nan,nan,nan,nan,5.753056,nan,0.023316,nan
6.328770,185.737214,-362.504306,9.637314,8.916748,nan,nan,nan,nan,5.809689,nan,0.023304,nan
6.333449,142.730674,-382.119189,9.769306,8.966493,nan,nan,nan,nan,5.925709,nan,0.023718,nan
6.338135,120.099730,-390.198395,9.577994,9.187497,nan,nan,nan,nan,5.984596,nan,0.023379,nan
6.342813,96.796635,-396.799273,9.605165,9.143448,nan,nan,nan,nan,6.043915,nan,0.023455,nan
6.347492,73.495447,-401.836384,9.827058,9.002206,nan,nan,nan,nan,6.102286,nan,0.023994,nan
6.352178,50.196950,-405.881313,9.470062,8.919796,nan,nan,nan,nan,6.160136,nan,0.023136,nan
6.356857,26.178364,-408.222647,9.487959,8.914860,nan,nan,nan,nan,6.219145,nan,0.023189,nan
6.361535,2.285508,-409.143854,9.638085,8.686165,nan,nan,nan,nan,6.277599,nan,0.023556,nan
