# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
2.998116,-132.572342,-414.312918,6.025653,6.868725,-67.502272,-242.425891,3.816676,2.997696,0.361891,0.271566,0.039061,0.014956
3.002291,-126.670912,-415.857497,6.210756,6.629070,-65.400241,-242.596331,3.640814,2.847047,0.339907,0.263325,0.039183,0.014298
3.006467,-120.281344,-417.813245,6.016580,6.845736,-63.232412,-242.852525,3.900871,2.904045,0.315197,0.254718,0.039106,0.015323
3.010643,-114.185506,-419.831828,5.983995,6.766869,-60.754896,-243.079117,3.858956,2.742949,0.293557,0.244921,0.038644,0.015176
3.014818,-107.081381,-421.073240,6.299051,6.896248,-57.991765,-243.944886,3.595539,2.930654,0.270356,0.233393,0.039555,0.014210
3.018994,-100.588015,-422.537012,6.127987,6.966761,-55.989603,-244.188994,4.050718,2.857225,0.245039,0.225392,0.040017,0.015965
3.023170,-93.674241,-424.642864,6.125169,6.928939,-53.223847,-245.967168,3.539973,2.970740,0.222637,0.213101,0.038744,0.013973
3.027345,-86.870014,-426.073091,6.183993,6.743230,-50.981466,-246.420306,3.905857,2.991917,0.197171,0.204010,0.039937,0.015389
3.031521,-80.109891,-427.605779,6.146252,6.552136,-48.121014,-246.397331,3.749603,2.592575,0.174731,0.192871,0.039102,0.014792
3.035697,-73.049278,-428.302474,6.137588,6.770851,-44.935812,-246.659355,4.186985,2.517974,0.153555,0.180201,0.040396,0.016528
3.039872,-65.921314,-429.739758,6.195490,6.778109,-42.124912,-246.704492,3.766591,2.461110,0.129285,0.169119,0.039279,0.014927
3.044048,-58.507498,-430.735543,6.260585,6.925414,-39.126665,-246.959339,3.556673,2.587276,0.105071,0.157128,0.038975,0.014142
3.048224,-51.756218,-430.952383,6.085678,6.878255,-36.023810,-248.506546,3.564165,3.047675,0.086018,0.143958,0.038532,0.014155
3.052399,-44.791729,-432.243744,6.123407,6.937648,-33.809528,-249.291468,4.137162,3.066612,0.059956,0.134800,0.040324,0.016378
3.056575,-38.022351,-432.478616,6.302135,6.779020,-29.401570,-248.995156,3.120341,2.807110,0.046949,0.117537,0.038288,0.012429
3.060750,-30.358776,-432.335003,6.238639,6.834710,-26.586147,-248.862845,3.688306,2.600842,0.020560,0.106427,0.039493,0.014695
3.064926,-23.619673,-433.245829,6.288202,6.908232,-24.100393,-250.087349,3.249687,3.251846,-0.002625,0.096071,0.038646,0.012934
3.069102,-16.166770,-433.820173,6.173199,7.089756,-20.628022,-250.398193,3.369312,2.904239,-0.024318,0.082195,0.038333,0.013399
3.073277,-9.103271,-432.963939,6.451677,7.066203,-17.035713,-249.356086,3.373160,2.927400,-0.043176,0.068213,0.039618,0.013488
3.077453,-2.180479,-432.796161,6.199609,6.814735,-14.756503,-249.495307,3.589899,2.858173,-0.068501,0.059077,0.038997,0.014354
3.081629,5.011382,-433.137960,6.399671,6.878180,-10.672735,-249.540836,3.692404,2.743649,-0.085220,0.042743,0.040098,0.014777
3.085804,11.618562,-432.951910,6.227719,6.971667,-7.262572,-249.881090,3.252901,3.120029,-0.102772,0.029056,0.038213,0.013012
3.089980,19.003545,-432.339323,6.358875,6.939037,-3.646171,-250.104713,3.088083,3.045404,-0.123655,0.014578,0.038538,0.012346
3.094156,26.012095,-432.208840,6.064714,6.974316,-0.541642,-249.797969,3.657578,2.476602,-0.144556,0.002168,0.038458,0.014642
3.098331,32.374938,-430.623073,6.157979,7.174922,3.805063,-249.323347,3.593537,2.821558,-0.156298,-0.015260,0.038926,0.014411
3.102507,39.081403,-429.907971,6.228113,7.089087,7.646530,-249.656268,3.543839,2.554826,-0.172658,-0.030619,0.039224,0.014185
3.106683,46.267109,-429.625582,6.442164,6.900725,10.282885,-248.614726,3.095238,2.444485,-0.196238,-0.041337,0.038763,0.012435
3.110858,52.703666,-428.703671,6.313724,6.988959,14.221965,-248.591644,3.085562,2.428061,-0.210490,-0.057148,0.038246,0.012384
3.115034,59.498596,-427.498432,6.399515,6.995421,17.849281,-248.717479,3.521907,2.421781,-0.228881,-0.071642,0.039820,0.014105
3.119210,65.777085,-426.924632,6.292414,6.836063,21.318116,-248.538774,3.643029,2.559666,-0.244253,-0.085564,0.039559,0.014577
