# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad), kinetic energy (J), kinetic energy error (J), potential energy (J), potential energy error (J)
3.290395,-143.820048,-137.688344,6.736022,6.669644,-0.894113,-21.641927,3.755968,3.269992,0.888821,0.041290,0.040968,0.173367,0.000378,0.002735,-0.049027,0.002473
3.294570,-143.810098,-138.688294,6.736022,6.669644,-0.814307,-22.702610,3.733683,3.249925,0.889316,0.035853,0.040911,0.164329,0.000800,0.003963,-0.049211,0.002448
3.298746,-143.377647,-138.891089,6.608796,6.600324,-0.897783,-22.601590,3.746743,3.295037,0.886266,0.039701,0.040594,0.165613,0.001316,0.005076,-0.049451,0.002467
3.302922,-142.448352,-139.323748,6.715384,6.704761,-0.863768,-22.823738,3.738342,3.175880,0.882289,0.037827,0.041056,0.163642,0.002186,0.006515,-0.049919,0.002439
3.307097,-141.593431,-140.362647,6.658413,6.639750,-0.807628,-22.661125,3.721949,3.276361,0.874467,0.035624,0.040855,0.164116,0.002352,0.006790,-0.050233,0.002415
3.311273,-140.770703,-141.201286,6.758707,6.511106,-0.661490,-22.807545,3.691392,3.230322,0.869206,0.028995,0.040624,0.161766,0.002655,0.007234,-0.050813,0.002401
3.315448,-139.550991,-142.523545,6.602560,6.654489,-0.661490,-22.807545,3.691392,3.230322,0.859405,0.028995,0.040733,0.161766,0.003185,0.007848,-0.051544,0.002327
3.319624,-138.343518,-144.177816,6.428997,6.590959,-0.609134,-22.429183,3.787451,2.980251,0.846927,0.027151,0.039898,0.168777,0.003634,0.008335,-0.051886,0.002370
3.323800,-137.560575,-145.150473,6.646246,6.665854,-0.692812,-22.728867,3.676408,3.274982,0.841055,0.030472,0.040855,0.161660,0.005067,0.009922,-0.052467,0.002362
3.327975,-135.908632,-146.611567,6.578853,6.665462,-0.611122,-23.120539,3.721813,3.433623,0.830989,0.026426,0.041083,0.160910,0.005780,0.010595,-0.053351,0.002277
3.332151,-134.394561,-148.407696,6.629049,6.493244,-0.564753,-22.400654,3.807237,2.986409,0.815496,0.025206,0.040176,0.169886,0.006224,0.010896,-0.053991,0.002266
3.336327,-133.122442,-150.140839,6.435563,6.798566,-0.628740,-22.526251,3.818285,2.904617,0.804154,0.027904,0.040425,0.169410,0.007354,0.011884,-0.054834,0.002218
3.340502,-130.316506,-152.251248,6.623481,6.531450,0.325265,-22.546506,3.797356,2.896178,0.788997,-0.014425,0.040154,0.168398,0.008151,0.012562,-0.055641,0.002188
3.344678,-129.353731,-154.169765,6.616194,6.503834,-0.539062,-22.459495,3.859359,2.931387,0.774284,0.023997,0.040206,0.171766,0.009181,0.013384,-0.056528,0.002146
3.348854,-126.025884,-156.059528,6.533722,6.553961,0.325265,-22.546506,3.797356,2.896178,0.757845,-0.014425,0.040118,0.168398,0.009791,0.013680,-0.057429,0.002117
3.353029,-123.511515,-158.073220,6.521217,6.599795,0.255457,-22.753685,3.774960,2.915192,0.740838,-0.011227,0.040303,0.165891,0.010572,0.014345,-0.058377,0.002106
3.357205,-121.933242,-160.311382,6.641716,6.597042,-0.870190,-23.006923,3.802070,3.074842,0.722619,0.037805,0.040925,0.165099,0.011690,0.015107,-0.059339,0.002071
3.361380,-118.550817,-162.665412,6.709729,6.749784,0.256435,-22.671859,3.812958,2.814947,0.703717,-0.011310,0.041124,0.168165,0.013441,0.016198,-0.060253,0.001975
3.365556,-116.700231,-163.591066,6.408042,6.582729,-0.777421,-21.803473,3.780333,2.892052,0.685369,0.035641,0.040083,0.173226,0.015154,0.017062,-0.061252,0.001965
3.369732,-113.940094,-166.010487,6.604343,6.728920,-0.724079,-21.580709,3.824346,2.860499,0.664836,0.033540,0.040931,0.177068,0.016244,0.017709,-0.062302,0.001875
3.373907,-110.494633,-168.315583,6.500727,6.448539,-0.752517,-21.730231,3.828031,2.774357,0.642641,0.034616,0.040194,0.176006,0.016458,0.017833,-0.063411,0.001825
3.378083,-107.041786,-171.110518,6.324047,6.912117,-0.768164,-21.771305,3.839323,2.748342,0.618486,0.035269,0.040437,0.176185,0.016865,0.018054,-0.064442,0.001763
3.382259,-103.116193,-173.498025,6.311858,6.801752,-0.619206,-22.143777,3.792968,2.980906,0.595259,0.027956,0.040393,0.171196,0.018887,0.019137,-0.065469,0.001683
3.386434,-99.930895,-175.738680,6.320938,6.646310,-1.069714,-21.941308,3.704605,2.959822,0.571298,0.048715,0.039991,0.168569,0.020332,0.019675,-0.066422,0.001655
3.390610,-96.394336,-178.042945,6.564759,6.635878,-1.069714,-21.941308,3.704605,2.959822,0.548219,0.048715,0.040814,0.168569,0.021641,0.020562,-0.067442,0.001568
3.394785,-92.037236,-180.205245,6.421790,6.592784,-0.948513,-22.050034,3.665134,3.110132,0.522544,0.042990,0.040371,0.166022,0.021897,0.020627,-0.068554,0.001503
3.398961,-87.571956,-182.905904,6.471765,6.828769,-1.073226,-21.962302,3.683729,3.047730,0.493155,0.048828,0.040794,0.167467,0.022367,0.020866,-0.069473,0.001402
3.403137,-82.854680,-185.013840,6.210665,6.779389,-0.686308,-22.285725,3.702935,3.224885,0.467594,0.030786,0.039978,0.166060,0.023826,0.021388,-0.070403,0.001352
3.407312,-78.426807,-187.317205,6.452133,6.631452,-0.596255,-22.149499,3.728929,3.294211,0.440361,0.026913,0.040767,0.168278,0.027202,0.022917,-0.071290,0.001269
3.411488,-73.755015,-189.008167,6.400200,6.579584,-0.767097,-22.363530,3.743280,3.090192,0.412818,0.034288,0.040628,0.167254,0.027734,0.023141,-0.072189,0.001179
3.415664,-68.753254,-191.131055,6.419882,6.575244,-0.608784,-21.983668,3.683736,3.252971,0.382978,0.027685,0.040539,0.167489,0.027071,0.022895,-0.072995,0.001093
3.419839,-63.963210,-193.030368,6.324376,6.623801,-0.609795,-21.739531,3.870320,2.916127,0.354256,0.028043,0.040483,0.177931,0.027856,0.022951,-0.073926,0.000974
3.424015,-58.359436,-194.823306,6.189649,6.689164,-1.377455,-21.714707,3.835440,3.190192,0.317998,0.063349,0.040025,0.176166,0.027343,0.022988,-0.074530,0.000903
3.428190,-52.275358,-197.186563,6.223899,6.714248,0.109716,-22.995702,3.866089,3.014004,0.292130,-0.004771,0.040295,0.168120,0.029945,0.024253,-0.075158,0.000818
3.432366,-47.631494,-198.627618,6.243121,6.664090,-0.478463,-23.262055,3.877940,3.101159,0.262672,0.020565,0.040472,0.166659,0.030526,0.024229,-0.075807,0.000695
3.436542,-41.898360,-200.015442,6.074648,6.755512,-0.712975,-22.833760,3.784736,3.122723,0.228391,0.031214,0.039428,0.165645,0.029875,0.023681,-0.076312,0.000630
3.440717,-36.262032,-200.925907,6.322112,6.689002,-0.620294,-22.974360,3.988958,3.343319,0.197673,0.026993,0.041190,0.173544,0.028860,0.023499,-0.076765,0.000528
3.444893,-30.861002,-201.781695,6.193569,6.872829,-0.942522,-22.566579,4.213131,3.016913,0.165416,0.041742,0.041229,0.186456,0.029831,0.024082,-0.077136,0.000416
3.449069,-24.748367,-202.815973,6.130836,6.721376,-0.612894,-22.942466,3.963538,3.162082,0.133384,0.026708,0.040239,0.172676,0.031372,0.024485,-0.077427,0.000315
3.453244,-18.820774,-203.551844,6.185036,6.873328,-0.430228,-22.966742,3.756168,3.330527,0.101489,0.018730,0.039888,0.163513,0.031689,0.024026,-0.077619,0.000223
3.457420,-12.856224,-203.869946,6.125824,6.920302,0.479447,-22.088600,3.658867,2.579277,0.073230,-0.021702,0.039155,0.165586,0.031513,0.023912,-0.077776,0.000115
3.461595,-6.815108,-203.813997,6.207161,6.885836,-0.210804,-23.022362,3.840933,3.316779,0.036514,0.009156,0.040350,0.166826,0.030230,0.023762,-0.077827,0.000009
3.465771,-0.783155,-204.120745,6.130067,6.705742,-0.256184,-23.536468,3.902808,3.535317,0.002918,0.010884,0.040242,0.165808,0.030460,0.023443,-0.077799,0.000081
3.469947,5.163017,-204.149817,6.088483,6.961487,0.242138,-22.997924,3.394819,3.193568,-0.027158,-0.010528,0.038470,0.147605,0.029567,0.022940,-0.077696,0.000177
3.474122,11.116950,-203.731861,6.145321,6.932876,0.596192,-23.178652,3.501922,3.440070,-0.058204,-0.025716,0.039121,0.151032,0.029351,0.023031,-0.077492,0.000283
3.478298,17.061498,-203.103393,6.199952,6.834576,0.258587,-22.695870,3.461867,3.307366,-0.092871,-0.011393,0.039215,0.152522,0.029341,0.022817,-0.077223,0.000369
3.482474,23.145236,-202.516101,6.093080,7.067707,0.502792,-21.861268,3.292466,2.701292,-0.124685,-0.022995,0.038096,0.150554,0.030415,0.023148,-0.076930,0.000463
3.486649,28.576982,-201.523517,6.337443,6.769637,1.006700,-21.561900,3.302720,2.758761,-0.152019,-0.046655,0.039274,0.152957,0.032709,0.024270,-0.076482,0.000562
3.490825,34.324388,-200.713029,6.363526,6.827324,0.616763,-21.815297,3.142412,2.694809,-0.186235,-0.028264,0.039032,0.143973,0.030361,0.023288,-0.075958,0.000651
3.495000,40.120730,-199.334832,6.273254,6.801577,0.471474,-21.735984,3.041965,2.625765,-0.219650,-0.021688,0.038398,0.139909,0.029107,0.022834,-0.075381,0.000756
3.499176,45.795284,-196.942923,6.361705,6.922861,0.523212,-20.685859,3.117259,2.611358,-0.251418,-0.025288,0.039039,0.150633,0.027578,0.022285,-0.074670,0.000852
3.503352,51.556784,-195.217726,6.280787,6.864221,0.656367,-22.009310,2.959832,3.510223,-0.285822,-0.029813,0.038814,0.134445,0.025945,0.021626,-0.074035,0.000933
3.507527,56.710236,-193.893297,6.343464,6.669037,0.578132,-20.725306,3.118343,2.601751,-0.313461,-0.027888,0.038877,0.150384,0.026975,0.022345,-0.073227,0.001041
3.511703,62.140848,-191.815829,6.387198,6.692760,0.630091,-20.956093,3.239660,2.726080,-0.345562,-0.030058,0.039480,0.154503,0.025835,0.021610,-0.072438,0.001110
3.515879,67.338191,-190.160847,6.326226,6.724573,0.838795,-20.900792,3.149697,2.702652,-0.374356,-0.040111,0.038995,0.150544,0.024826,0.021315,-0.071576,0.001203
3.520054,71.951042,-187.877881,6.496353,6.365670,0.578132,-20.725306,3.118343,2.601751,-0.403557,-0.027888,0.039373,0.150384,0.023869,0.021127,-0.070561,0.001326
3.524230,76.835619,-185.941338,6.468120,6.689434,0.021047,-20.887745,3.543907,2.788895,-0.435580,-0.001008,0.040388,0.169664,0.022955,0.020726,-0.069638,0.001338
3.528406,81.721195,-183.267226,6.240285,6.512940,0.579683,-20.676104,3.152709,2.600405,-0.462889,-0.028029,0.038499,0.152402,0.022603,0.020201,-0.068686,0.001462
3.532581,86.053390,-181.034711,6.468852,6.824129,0.661440,-20.774911,3.236649,2.675729,-0.489569,-0.031828,0.039952,0.155692,0.021137,0.019787,-0.067593,0.001544
3.536757,90.669340,-178.305003,6.627542,6.485241,0.600976,-20.496653,3.172634,2.713845,-0.518631,-0.029312,0.040016,0.154704,0.018881,0.018763,-0.066469,0.001600
3.540932,94.952465,-175.958092,6.439262,6.627431,0.452816,-20.806208,3.198179,2.671386,-0.547068,-0.021760,0.039511,0.153665,0.016993,0.017719,-0.065419,0.001660
3.545108,98.920467,-173.269701,6.454206,6.571645,0.579683,-20.676104,3.152709,2.600405,-0.572472,-0.028029,0.039382,0.152402,0.016325,0.017438,-0.064389,0.001713
3.549284,102.659421,-171.074086,6.365527,6.653977,0.525934,-20.647826,3.182819,2.604136,-0.596465,-0.025466,0.039192,0.154081,0.015802,0.017238,-0.063325,0.001793
3.553459,105.960669,-168.517736,6.523012,6.504986,0.401837,-20.777494,3.224575,2.675609,-0.620384,-0.019338,0.039627,0.155158,0.015398,0.016917,-0.062283,0.001848
3.557635,109.665189,-167.041150,6.578941,6.472457,0.610926,-21.496603,3.172634,2.713845,-0.643043,-0.028412,0.039603,0.147512,0.014743,0.016746,-0.061161,0.001934
3.561811,113.053966,-164.594848,6.686858,6.378303,0.731313,-21.862000,3.385325,2.814258,-0.666729,-0.033439,0.040188,0.154736,0.013204,0.015840,-0.060078,0.002009
3.565986,116.105055,-161.812103,6.744454,6.487204,0.773128,-21.764234,3.374815,2.886073,-0.688918,-0.035508,0.040604,0.154938,0.011835,0.015017,-0.058940,0.002007
3.570162,119.200907,-159.197548,6.539435,6.328887,0.650262,-21.721206,3.276425,2.908348,-0.711612,-0.029928,0.039483,0.150758,0.010068,0.013661,-0.057879,0.002123
3.574337,122.045626,-156.984959,6.977170,6.451123,0.554890,-21.839136,3.254765,2.843338,-0.732240,-0.025403,0.040808,0.148974,0.009199,0.013254,-0.056902,0.002109
3.578513,124.744452,-154.447823,6.683350,6.397169,0.093844,-20.867439,3.027489,3.230442,-0.750831,-0.004497,0.039726,0.145081,0.008426,0.012560,-0.055903,0.002166
3.582689,127.109764,-152.135290,6.777969,6.352155,-0.064477,-20.840318,3.310646,3.079379,-0.769457,0.003094,0.040008,0.158857,0.007223,0.011604,-0.055037,0.002165
3.586864,128.971768,-149.898257,6.726499,6.119449,-0.064477,-20.840318,3.310646,3.079379,-0.785314,0.003094,0.039349,0.158857,0.006746,0.011203,-0.054040,0.002237
3.591040,131.190871,-147.755791,6.769065,6.344334,-0.068145,-21.108706,3.365550,3.007100,-0.803278,0.003228,0.039944,0.159438,0.006379,0.011025,-0.053188,0.002262
3.595216,133.190796,-145.567918,6.650154,6.330432,-0.150407,-20.741876,3.326111,3.263707,-0.818369,0.007251,0.039804,0.160353,0.005752,0.010358,-0.052458,0.002272
3.599391,134.897097,-143.965662,6.713879,6.192880,-0.285512,-20.617230,3.346923,3.262667,-0.831141,0.013847,0.039520,0.162320,0.005047,0.009767,-0.051545,0.002333
3.603567,136.720326,-141.862850,6.753928,6.322906,-0.193761,-20.836308,3.365143,3.272770,-0.846914,0.009299,0.040001,0.161496,0.003254,0.007832,-0.050630,0.002394
3.607742,138.390019,-140.064898,6.839839,6.230007,-0.422191,-21.162764,3.703210,3.441802,-0.862501,0.019947,0.040510,0.174948,0.002456,0.006812,-0.050036,0.002356
3.611918,139.216000,-138.354148,6.664292,6.192386,-0.354162,-21.205110,3.374371,3.282333,-0.872514,0.016700,0.039528,0.159107,0.002318,0.006529,-0.049372,0.002443
3.616094,140.732901,-135.921720,6.837186,6.297013,-0.178863,-20.284271,3.602889,3.434588,-0.883598,0.008818,0.040603,0.177612,0.002017,0.006148,-0.049051,0.002393
3.620269,141.709971,-134.779541,6.688423,6.208786,-0.411935,-19.407487,3.367541,3.414676,-0.888912,0.021222,0.039597,0.173480,0.001430,0.005160,-0.048382,0.002420
3.624445,142.593981,-133.653739,6.840963,6.221127,0.130770,-20.586567,3.572548,2.953700,-0.899934,-0.006352,0.039692,0.173533,0.000913,0.004113,-0.047853,0.002396
3.628621,143.365778,-132.460263,6.884850,5.968309,-0.186038,-20.541158,3.705066,2.901660,-0.908592,0.009057,0.039041,0.180363,0.000397,0.002713,-0.047457,0.002426
3.632796,144.298672,-131.627342,6.843114,6.151720,0.082072,-20.673495,3.576827,2.896215,-0.915022,-0.003970,0.039328,0.173013,0.000200,0.001951,-0.047392,0.002463
3.636972,144.444805,-131.077501,6.914930,6.160497,0.098070,-20.267000,3.434331,3.273760,-0.916083,-0.004839,0.039903,0.169452,0.000123,0.001526,-0.046901,0.002456
3.641147,144.929613,-130.407839,6.951620,6.079756,-0.128538,-20.866184,3.703300,2.965662,-0.924003,0.006160,0.039545,0.177474,0.000058,0.001040,-0.047006,0.002500
3.645323,145.042016,-130.500843,6.904388,6.257084,-0.219952,-20.421107,3.622049,3.297478,-0.922321,0.010770,0.040301,0.177356,0.000163,0.001760,-0.046848,0.002543
3.649499,145.065713,-130.544469,7.012589,6.276482,-0.419714,-20.877410,3.605685,3.522285,-0.924867,0.020101,0.040913,0.172671,0.000012,0.000479,-0.046783,0.002480
3.653674,145.024471,-130.182412,6.755386,6.341542,-0.287040,-20.884113,3.769545,2.871679,-0.925911,0.013744,0.039877,0.180474,0.000077,0.001195,-0.046575,0.002456
3.657850,145.589345,-129.852413,6.955968,6.062427,-0.440583,-20.776261,3.817272,2.897946,-0.929254,0.021203,0.039383,0.183674,0.000401,0.002712,-0.046413,0.002501
3.662026,145.638669,-130.024714,6.919876,6.172207,-0.341281,-21.573820,3.491563,3.311904,-0.931844,0.015818,0.040025,0.161820,0.000791,0.003834,-0.046826,0.002464
3.666201,145.154063,-130.354046,6.924222,6.225392,-0.145949,-20.904483,3.604738,2.852118,-0.925208,0.006982,0.039632,0.172433,0.000946,0.004182,-0.047153,0.002445
3.670377,144.514630,-130.874736,6.901987,6.158405,-0.061325,-20.772487,3.640876,2.847078,-0.919942,0.002952,0.039485,0.175273,0.001134,0.004613,-0.047352,0.002421
3.674552,144.523269,-131.711674,6.907971,6.131199,0.105891,-20.993057,3.583859,2.753071,-0.916720,-0.005044,0.039194,0.170713,0.001915,0.005958,-0.047754,0.002424
3.678728,143.926120,-132.449912,6.908373,6.130214,-0.039058,-20.578708,3.522619,3.006731,-0.910194,0.001898,0.039440,0.171177,0.002487,0.006753,-0.048270,0.002412
3.682904,142.765295,-133.681414,6.805743,6.397192,-0.418714,-20.473276,3.442677,2.690011,-0.901784,0.020449,0.039510,0.168106,0.002967,0.007399,-0.048595,0.002463
3.687079,141.590365,-134.799766,6.854337,6.367242,-0.399561,-21.296204,3.364952,3.327111,-0.896435,0.018760,0.040508,0.157979,0.003813,0.008492,-0.049387,0.002396
3.691255,140.717395,-136.220884,6.779146,6.481108,-0.318368,-20.423676,3.495265,2.694224,-0.883352,0.015587,0.039839,0.171109,0.004377,0.009017,-0.049975,0.002340
3.695431,139.423461,-137.473101,6.944525,6.109160,-0.318368,-20.423676,3.495265,2.694224,-0.873538,0.015587,0.039223,0.171109,0.005477,0.010089,-0.050597,0.002327
3.699606,138.339231,-139.257890,6.728308,6.348665,-0.525386,-20.443755,3.502143,2.676231,-0.863054,0.025693,0.039352,0.171226,0.006200,0.010769,-0.051380,0.002323
3.703782,137.006821,-141.244845,6.814208,6.432259,-0.345251,-20.522963,3.431427,2.688646,-0.849749,0.016821,0.039732,0.167167,0.006931,0.011321,-0.052270,0.002281
3.707958,134.759263,-143.050700,6.771837,6.306648,-0.651664,-20.304200,3.572334,2.705101,-0.834416,0.032084,0.039566,0.175812,0.007758,0.012115,-0.053112,0.002287
3.712133,132.981360,-145.003466,6.783528,6.409157,-0.037460,-20.814269,3.556964,2.825704,-0.819713,0.001800,0.040207,0.170890,0.008134,0.012388,-0.053908,0.002253
3.716309,131.289844,-146.917534,6.779484,6.425265,-0.274411,-20.569469,3.586970,2.741845,-0.805620,0.013340,0.040141,0.174361,0.009043,0.013043,-0.054911,0.002165
3.720484,128.707152,-149.033621,6.683559,6.182514,-0.483725,-20.410601,3.514857,2.687057,-0.787601,0.023695,0.039254,0.172139,0.010059,0.013759,-0.055908,0.002200
3.724660,126.817652,-151.428078,6.706580,6.491976,-0.028764,-20.443903,3.580894,3.102966,-0.769351,0.001407,0.040630,0.175157,0.012247,0.015260,-0.056688,0.002107
3.728836,124.647113,-153.409328,6.633886,6.377493,-0.364034,-20.513804,3.441650,2.632696,-0.754837,0.017744,0.039516,0.167735,0.014591,0.016499,-0.057762,0.002083
3.733011,122.192012,-155.857138,6.377547,6.460439,0.932847,-21.576589,3.175133,3.494660,-0.734486,-0.043207,0.039929,0.147048,0.015091,0.016957,-0.058885,0.002057
3.737187,119.397138,-158.470642,6.587225,6.386309,1.158903,-21.653520,3.295188,3.389524,-0.712684,-0.053469,0.040413,0.151973,0.015999,0.017396,-0.060084,0.001964
3.741363,116.523635,-161.203447,6.460514,6.425331,0.964722,-20.845615,3.403737,3.001545,-0.688797,-0.046246,0.039701,0.163070,0.016489,0.017562,-0.061170,0.001921
3.745538,113.210567,-163.648579,6.582373,6.443552,0.884163,-20.853174,3.373751,2.776047,-0.666532,-0.042374,0.039925,0.161594,0.016516,0.017767,-0.062214,0.001889
3.749714,109.899086,-165.881745,6.627119,6.536515,0.914522,-20.883473,3.330540,2.924897,-0.644541,-0.043764,0.040386,0.159295,0.018031,0.018619,-0.063411,0.001787
3.753889,106.000966,-168.439918,6.479110,6.454444,0.717056,-20.490219,3.344849,2.686620,-0.618482,-0.034981,0.039606,0.163106,0.017883,0.018466,-0.064467,0.001739
3.758065,102.559196,-170.939805,6.395402,6.650315,0.895903,-20.629623,3.321496,3.026859,-0.594681,-0.043401,0.039888,0.160829,0.020151,0.019622,-0.065387,0.001712
3.762241,99.061467,-173.751504,6.455350,6.690272,1.002602,-21.852864,3.150303,3.781610,-0.573244,-0.045847,0.040566,0.144075,0.022164,0.020526,-0.066608,0.001627
3.766416,94.893323,-176.200790,6.679309,6.501070,0.468190,-19.958483,3.326037,2.984136,-0.543612,-0.023454,0.040427,0.166593,0.021884,0.020429,-0.067504,0.001579
3.770592,90.677956,-178.542848,6.519426,6.659894,1.041253,-22.332017,3.040070,4.002096,-0.520946,-0.046592,0.040757,0.136091,0.023173,0.021004,-0.068663,0.001478
3.774768,86.441618,-181.096663,6.486340,6.704298,0.846585,-20.698409,3.404844,3.015060,-0.490197,-0.040878,0.040325,0.164331,0.023797,0.021105,-0.069634,0.001374
3.778943,81.854703,-183.207791,6.513581,6.708005,0.589462,-20.415479,3.037198,2.662070,-0.463004,-0.028865,0.039532,0.148693,0.025434,0.021670,-0.070531,0.001314
3.783119,77.461197,-185.428538,6.375022,6.756668,1.154876,-21.848031,3.110960,3.731804,-0.436470,-0.052810,0.039940,0.142279,0.027570,0.022416,-0.071448,0.001220
3.787294,72.545753,-187.613456,6.474092,6.778410,0.380216,-20.537313,3.085482,2.773225,-0.407727,-0.018511,0.039539,0.150207,0.028862,0.022899,-0.072391,0.001127
3.791470,67.449408,-189.705288,6.350468,6.771141,0.722017,-20.671468,3.225786,3.042893,-0.375979,-0.034914,0.039422,0.155945,0.028642,0.022710,-0.073202,0.001043
3.795646,62.271071,-191.478753,6.412904,6.693939,0.977598,-21.730701,2.934814,3.652594,-0.346516,-0.044957,0.039457,0.134992,0.029733,0.023082,-0.074013,0.000927
3.799821,56.993550,-193.417673,6.137983,6.848007,1.175935,-21.752979,3.049338,3.795563,-0.314372,-0.054006,0.038518,0.140088,0.030140,0.023058,-0.074748,0.000846
3.803997,51.744686,-194.848022,6.357150,6.760313,1.237378,-20.673022,3.052978,2.858761,-0.282239,-0.059783,0.039013,0.147383,0.030757,0.023397,-0.075362,0.000750
3.808173,46.194405,-196.469806,6.234945,7.030183,0.845977,-20.637327,3.088486,3.011059,-0.252407,-0.040970,0.038566,0.149524,0.032597,0.023919,-0.075971,0.000653
3.812348,40.600693,-197.965828,6.258832,6.797862,1.201145,-20.819928,3.130670,2.649235,-0.218851,-0.057628,0.038642,0.150049,0.031276,0.023419,-0.076480,0.000558
3.816524,35.186347,-199.238163,6.116107,7.140788,1.569012,-20.926085,3.394635,2.623183,-0.186344,-0.074839,0.038671,0.161584,0.031834,0.023628,-0.076907,0.000462
3.820699,29.017498,-200.573845,6.306534,7.088000,1.117604,-20.781810,3.108721,2.518339,-0.153951,-0.053726,0.038710,0.149299,0.031219,0.023193,-0.077279,0.000355
3.824875,23.135287,-201.516151,6.093080,7.067707,1.590421,-20.969655,3.413534,2.532722,-0.118770,-0.075699,0.038453,0.162110,0.030304,0.022763,-0.077513,0.000268
3.829051,17.519704,-202.121044,6.271122,6.783164,1.170335,-20.802787,3.082578,2.522481,-0.089926,-0.056199,0.038394,0.147870,0.030138,0.022819,-0.077713,0.000162
3.833226,11.474196,-202.531573,6.088276,7.002302,1.628104,-21.070507,3.396796,2.726491,-0.054207,-0.077116,0.038373,0.160562,0.030325,0.022988,-0.077806,0.000069
3.837402,5.486498,-203.018617,6.068515,7.072457,1.183092,-21.015673,3.153583,2.367036,-0.023640,-0.056236,0.037568,0.149718,0.031761,0.023372,-0.077825,0.000024
3.841578,-0.513800,-203.021532,6.079543,7.026184,0.986381,-21.148220,3.156762,2.648444,0.008248,-0.046608,0.037664,0.149058,0.031925,0.023461,-0.077770,0.000115
3.845753,-6.421468,-203.210837,6.113258,7.176453,0.565885,-22.113420,3.245809,3.456807,0.038564,-0.025585,0.038201,0.146738,0.029926,0.023023,-0.077609,0.000226
3.849929,-12.409878,-203.071043,6.331989,7.080325,1.263363,-20.961336,3.135353,2.624432,0.074942,-0.060198,0.038706,0.149226,0.028357,0.022268,-0.077382,0.000322
3.854104,-18.251785,-202.610627,6.336386,7.036457,1.263363,-20.961336,3.135353,2.624432,0.107023,-0.060198,0.038725,0.149226,0.028708,0.022579,-0.077083,0.000415
3.858280,-23.859737,-201.864983,6.277196,6.887099,1.313427,-21.145924,3.186866,2.441154,0.138404,-0.062033,0.038610,0.150299,0.028675,0.022953,-0.076760,0.000505
3.862456,-29.386548,-201.154590,6.234659,6.852293,0.776599,-20.933969,3.547845,2.558296,0.165831,-0.037081,0.039279,0.169306,0.028635,0.023068,-0.076270,0.000588
3.866631,-35.125783,-200.122496,6.177299,6.878119,1.263363,-20.961336,3.135353,2.624432,0.200383,-0.060198,0.037989,0.149226,0.027467,0.022202,-0.075744,0.000699
3.870807,-40.931629,-199.341972,6.417521,6.633954,1.202339,-20.939922,3.178326,2.621144,0.231924,-0.057356,0.039059,0.151454,0.025937,0.022118,-0.075189,0.000812
3.874983,-46.461240,-197.895753,6.472992,6.800536,0.782120,-21.117053,3.608059,2.426899,0.261143,-0.037020,0.040431,0.170679,0.026064,0.022531,-0.074553,0.000900
3.879158,-51.594487,-196.623564,6.369785,6.957783,0.583351,-22.480443,3.527369,3.400999,0.291114,-0.025943,0.040269,0.156852,0.024180,0.021721,-0.073797,0.000980
