# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
2.000909,-47.205918,-408.769399,9.721127,9.483550,nan,nan,nan,nan,0.114974,nan,0.023617,nan
2.005585,-21.449575,-409.368939,10.280203,9.408648,nan,nan,nan,nan,0.052349,nan,0.025072,nan
2.010260,4.836432,-409.397951,10.104800,9.167799,nan,nan,nan,nan,-0.011813,nan,0.024680,nan
2.014935,29.785583,-409.359459,10.073749,8.915786,nan,nan,nan,nan,-0.072633,nan,0.024530,nan
2.019610,78.901436,-401.125605,10.005462,9.131769,nan,nan,nan,nan,-0.194221,nan,0.024398,nan
2.024285,129.798296,-387.645045,10.273539,9.335400,nan,nan,nan,nan,-0.323104,nan,0.024909,nan
2.028960,153.182255,-379.106056,9.879954,9.238157,nan,nan,nan,nan,-0.384003,nan,0.023949,nan
2.033635,175.449795,-369.228822,10.486223,9.409058,nan,nan,nan,nan,-0.443594,nan,0.025187,nan
2.038310,198.169833,-357.122008,10.429081,9.552606,nan,nan,nan,nan,-0.506603,nan,0.025046,nan
2.042985,219.981971,-343.642512,10.371913,9.679897,nan,nan,nan,nan,-0.569418,nan,0.024939,nan
2.047660,240.022840,-329.058678,10.119585,9.460767,nan,nan,nan,nan,-0.630201,nan,0.024296,nan
2.052335,259.963324,-314.423551,10.004194,9.416987,nan,nan,nan,nan,-0.690866,nan,0.023948,nan
2.057010,278.080325,-298.716416,9.659997,9.430821,nan,nan,nan,nan,-0.749636,nan,0.023411,nan
2.061685,295.917581,-280.156616,10.241985,9.635271,nan,nan,nan,nan,-0.812751,nan,0.024360,nan
2.066360,311.403049,-263.973061,10.800767,9.642880,nan,nan,nan,nan,-0.867645,nan,0.024846,nan
2.071035,325.826545,-244.804210,10.206222,9.316384,nan,nan,nan,nan,-0.926443,nan,0.023671,nan
2.075710,338.742776,-224.785245,9.675310,10.647710,nan,nan,nan,nan,-0.984929,nan,0.025484,nan
2.080385,362.263862,-185.969849,9.809384,10.812499,nan,nan,nan,nan,-1.096522,nan,0.026058,nan
2.085060,381.370377,-143.431907,9.637312,10.470824,nan,nan,nan,nan,-1.211065,nan,0.025454,nan
2.089735,389.040477,-122.344223,9.641269,10.336313,nan,nan,nan,nan,-1.266112,nan,0.025196,nan
2.094410,395.033619,-103.646259,9.649558,9.787254,nan,nan,nan,nan,-1.314207,nan,0.023943,nan
2.099085,399.628029,-83.286078,9.345671,9.626923,nan,nan,nan,nan,-1.365328,nan,0.023555,nan
2.103760,403.563600,-63.323737,9.618676,9.417572,nan,nan,nan,nan,-1.415154,nan,0.023066,nan
2.108435,406.251689,-43.446174,9.468801,9.682398,nan,nan,nan,nan,-1.464257,nan,0.023693,nan
2.113110,408.533578,-23.479838,9.523937,9.660310,nan,nan,nan,nan,-1.513386,nan,0.023606,nan
2.117785,409.103891,-4.759115,9.389657,9.929531,nan,nan,nan,nan,-1.559164,nan,0.024270,nan
