# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad), kinetic energy (J), kinetic energy error (J), potential energy (J), potential energy error (J)
6.243613,388.232787,134.662885,9.818854,10.511681,nan,nan,nan,nan,-1.904672,nan,0.025405,nan,0.048379,0.024830,0.046048,0.002938
6.248300,382.007289,152.029787,9.552851,10.574808,nan,nan,nan,nan,-1.949557,nan,0.025395,nan,0.032602,0.020305,0.048642,0.002902
6.252994,378.638858,160.657271,9.854392,10.509463,nan,nan,nan,nan,-1.972076,nan,0.025315,nan,0.024578,0.017748,0.053255,0.002891
6.257680,372.258489,176.108550,9.557606,10.791866,nan,nan,nan,nan,-2.012678,nan,0.025684,nan,0.014012,0.013434,0.055204,0.002846
6.262367,368.890963,182.428866,9.970891,10.613766,nan,nan,nan,nan,-2.030061,nan,0.025491,nan,0.012331,0.012491,0.057349,0.002798
6.267053,365.482043,189.610501,9.984630,10.537856,nan,nan,nan,nan,-2.049367,nan,0.025315,nan,0.010539,0.011538,0.059092,0.002823
6.271740,362.462895,195.390064,10.031889,10.766468,nan,nan,nan,nan,-2.065203,nan,0.025756,nan,0.009308,0.010892,0.060657,0.002771
6.276426,359.988774,200.767691,9.916840,10.677324,nan,nan,nan,nan,-2.079536,nan,0.025478,nan,0.008453,0.010347,0.062245,0.002720
6.281113,356.441206,205.694818,10.139598,10.456106,nan,nan,nan,nan,-2.094192,nan,0.025218,nan,0.007266,0.009566,0.063735,0.002706
6.285799,354.164712,210.982920,10.081482,10.549160,nan,nan,nan,nan,-2.108063,nan,0.025297,nan,0.006309,0.008990,0.064982,0.002677
6.290486,351.636516,215.089883,10.352099,10.397717,nan,nan,nan,nan,-2.119762,nan,0.025195,nan,0.005341,0.008240,0.066313,0.002675
6.295180,348.755319,219.404534,10.208751,10.553568,nan,nan,nan,nan,-2.132344,nan,0.025379,nan,0.004073,0.007182,0.067417,0.002660
6.299866,346.673295,223.211522,10.174086,10.595540,nan,nan,nan,nan,-2.142848,nan,0.025402,nan,0.004074,0.007240,0.068492,0.002693
6.304553,344.574529,226.915309,10.252104,10.864684,nan,nan,nan,nan,-2.153150,nan,0.025893,nan,0.004046,0.007226,0.069354,0.002644
6.309239,342.685016,229.777986,10.127810,10.731488,nan,nan,nan,nan,-2.161464,nan,0.025565,nan,0.003496,0.006677,0.070086,0.002607
6.313926,341.097761,232.234511,10.374522,10.483874,nan,nan,nan,nan,-2.168550,nan,0.025323,nan,0.002114,0.005224,0.071329,0.002627
6.318612,338.401204,236.454421,10.194572,10.829578,nan,nan,nan,nan,-2.180676,nan,0.025738,nan,0.000583,0.002755,0.072164,0.002570
6.323299,336.546391,239.293788,10.150474,10.605992,nan,nan,nan,nan,-2.188885,nan,0.025319,nan,0.000105,0.001159,0.072626,0.002572
6.327985,335.254289,240.683568,10.484236,10.499791,nan,nan,nan,nan,-2.193444,nan,0.025429,nan,0.000006,0.000279,0.072759,0.002624
6.332679,335.022138,241.184578,10.435226,10.861807,nan,nan,nan,nan,-2.194758,nan,0.025964,nan,0.000002,0.000158,0.072783,0.002606
6.337366,334.921514,241.231808,10.426173,10.753485,nan,nan,nan,nan,-2.194993,nan,0.025785,nan,0.000061,0.000890,0.072820,0.002603
6.342052,334.665530,241.236476,10.272589,10.809527,nan,nan,nan,nan,-2.195365,nan,0.025764,nan,0.000224,0.001702,0.072771,0.002601
6.346739,334.802880,241.085815,10.338369,10.759861,nan,nan,nan,nan,-2.194874,nan,0.025736,nan,0.000472,0.002479,0.072666,0.002606
6.351425,335.107567,240.778706,10.442560,10.731945,nan,nan,nan,nan,-2.193839,nan,0.025771,nan,0.000859,0.003337,0.072298,0.002613
6.356112,335.673141,239.339710,10.644049,10.615662,nan,nan,nan,nan,-2.190203,nan,0.025773,nan,0.001194,0.003922,0.071978,0.002589
6.360798,336.853889,238.583878,10.206974,10.668126,nan,nan,nan,nan,-2.187052,nan,0.025476,nan,0.002878,0.006073,0.071542,0.002626
6.365485,337.478704,236.861048,10.513747,10.675093,nan,nan,nan,nan,-2.182766,nan,0.025763,nan,0.004674,0.007750,0.070919,0.002613
6.370179,338.931889,234.809621,10.230408,10.663046,nan,nan,nan,nan,-2.176669,nan,0.025525,nan,0.008087,0.010206,0.070314,0.002621
6.374865,340.440068,232.894860,10.213953,10.657775,nan,nan,nan,nan,-2.170771,nan,0.025500,nan,0.010084,0.011354,0.068658,0.002656
6.379552,344.278895,227.509734,10.103782,10.735977,nan,nan,nan,nan,-2.154747,nan,0.025561,nan,0.009562,0.011059,0.067645,0.002654
6.384238,345.851540,223.749245,10.104968,10.601024,nan,nan,nan,nan,-2.145026,nan,0.025386,nan,0.010034,0.011359,0.065575,0.002724
6.388925,350.611241,217.163791,9.981550,10.844835,nan,nan,nan,nan,-2.125349,nan,0.025732,nan,0.009082,0.010836,0.064353,0.002710
6.393611,352.744875,212.911523,10.102429,10.602554,nan,nan,nan,nan,-2.113848,nan,0.025415,nan,0.010486,0.011581,0.062938,0.002739
6.398298,355.654871,208.305637,9.910137,10.704153,nan,nan,nan,nan,-2.100632,nan,0.025492,nan,0.011758,0.012368,0.061361,0.002789
6.402984,358.467782,202.975789,9.993339,10.789201,nan,nan,nan,nan,-2.086016,nan,0.025735,nan,0.013218,0.013079,0.059763,0.002794
6.407670,361.150421,197.550936,9.898489,10.708991,nan,nan,nan,nan,-2.071337,nan,0.025575,nan,0.014753,0.013698,0.058020,0.002820
6.412365,364.273889,191.804532,9.836518,10.720186,nan,nan,nan,nan,-2.055449,nan,0.025589,nan,0.016342,0.014407,0.056147,0.002891
6.417051,367.547799,185.652958,9.909406,10.902950,nan,nan,nan,nan,-2.038526,nan,0.026006,nan,0.018341,0.015434,0.054126,0.002863
6.421738,370.839549,178.968079,9.896830,10.649907,nan,nan,nan,nan,-2.020429,nan,0.025529,nan,0.030632,0.019837,0.052076,0.002856
6.426424,374.044647,172.193992,9.695054,10.536796,nan,nan,nan,nan,-2.002230,nan,0.025243,nan,0.041214,0.022689,0.049830,0.002868
6.431111,377.073529,164.636160,9.750881,10.447236,nan,nan,nan,nan,-1.982464,nan,0.025128,nan,0.045162,0.023801,0.047365,0.002946
6.435797,380.596990,156.520250,9.807126,10.642601,nan,nan,nan,nan,-1.960963,nan,0.025578,nan,0.041600,0.022993,0.042163,0.003006
6.440484,386.803770,139.179784,9.697812,10.652178,nan,nan,nan,nan,-1.916193,nan,0.025657,nan,0.032256,0.020320,0.039147,0.002963
6.445170,390.097510,129.176177,9.533023,10.380007,nan,nan,nan,nan,-1.890570,nan,0.025064,nan,0.034580,0.021032,0.036234,0.003022
6.449864,393.073193,119.540468,9.889818,10.469386,nan,nan,nan,nan,-1.866026,nan,0.025366,nan,0.038043,0.022148,0.033177,0.003030
6.454551,395.401350,109.287738,9.485634,10.419608,nan,nan,nan,nan,-1.840461,nan,0.025245,nan,0.041732,0.022809,0.029882,0.003092
6.459237,398.772515,98.565724,9.594904,10.560823,nan,nan,nan,nan,-1.813112,nan,0.025580,nan,0.045310,0.023952,0.026385,0.003163
6.463924,401.228289,86.984054,9.773515,10.708542,nan,nan,nan,nan,-1.784287,nan,0.025986,nan,0.048648,0.024900,0.022811,0.003163
6.468610,403.087494,75.105613,9.463591,10.630573,nan,nan,nan,nan,-1.755010,nan,0.025836,nan,0.051591,0.025596,0.018992,0.003059
6.473297,405.198532,62.525811,9.645203,10.202217,nan,nan,nan,nan,-1.723898,nan,0.024853,nan,0.054672,0.025965,0.015001,0.003108
6.477983,406.807496,49.363471,9.672868,10.310622,nan,nan,nan,nan,-1.691550,nan,0.025139,nan,0.058642,0.026760,0.010950,0.003090
6.482669,408.194471,36.031853,9.701580,10.212284,nan,nan,nan,nan,-1.658839,nan,0.024912,nan,0.092969,0.033461,0.006818,0.003144
6.487364,408.348326,22.390047,9.564749,10.342002,nan,nan,nan,nan,-1.625572,nan,0.025283,nan,0.117477,0.037652,0.002400,0.003134
6.492050,409.198061,7.888489,9.762808,10.301776,nan,nan,nan,nan,-1.590072,nan,0.025170,nan,0.170267,0.045188,-0.002186,0.003072
6.496737,408.578568,-7.173781,9.589606,10.080985,nan,nan,nan,nan,-1.553240,nan,0.024669,nan,0.182698,0.046615,-0.011551,0.003036
6.501423,406.726094,-37.887319,9.720070,10.003654,nan,nan,nan,nan,-1.477912,nan,0.024484,nan,0.149537,0.042937,-0.016521,0.002991
6.506110,404.719678,-54.169226,9.685720,9.899263,nan,nan,nan,nan,-1.437743,nan,0.024234,nan,0.132869,0.039067,-0.026781,0.002960
6.510796,398.248042,-87.695672,9.610695,9.941430,nan,nan,nan,nan,-1.354052,nan,0.024342,nan,0.099312,0.033661,-0.032055,0.002960
6.515482,394.095797,-104.978741,9.812040,10.047698,nan,nan,nan,nan,-1.310463,nan,0.024599,nan,0.106403,0.036424,-0.037277,0.003082
6.520169,388.982436,-122.030376,9.745221,10.650413,nan,nan,nan,nan,-1.266803,nan,0.025934,nan,0.110600,0.037108,-0.042650,0.002769
6.524855,383.080875,-139.642549,10.403232,9.546389,nan,nan,nan,nan,-1.221241,nan,0.023669,nan,0.111905,0.036231,-0.048137,0.002736
6.529550,375.506177,-157.381601,9.793086,9.682114,nan,nan,nan,nan,-1.173918,nan,0.023821,nan,0.110974,0.036247,-0.053824,0.002924
6.534236,367.282110,-176.032205,9.822614,10.775967,nan,nan,nan,nan,-1.123859,nan,0.026037,nan,0.116872,0.038510,-0.058883,0.002707
6.538923,358.770241,-192.518165,10.145647,10.013226,nan,nan,nan,nan,-1.078295,nan,0.024666,nan,0.126769,0.039052,-0.064059,0.002702
6.543609,349.239323,-209.485418,10.562058,10.209040,nan,nan,nan,nan,-1.030499,nan,0.025301,nan,0.137688,0.041278,-0.069034,0.002565
6.548296,338.851893,-225.692832,10.105313,10.062919,nan,nan,nan,nan,-0.983220,nan,0.024749,nan,0.140005,0.041234,-0.074673,0.002505
6.552982,325.484905,-243.874719,10.690085,9.953496,nan,nan,nan,nan,-0.927765,nan,0.025139,nan,0.199479,0.049597,-0.079750,0.002349
6.557668,312.330290,-260.416586,10.268940,9.785111,nan,nan,nan,nan,-0.875791,nan,0.024557,nan,0.241893,0.053893,-0.084986,0.002283
6.562355,297.717578,-277.963347,10.278528,10.164578,nan,nan,nan,nan,-0.819699,nan,0.025086,nan,0.335224,0.063043,-0.089371,0.002154
6.567049,283.549932,-292.201527,10.449068,9.742199,nan,nan,nan,nan,-0.770373,nan,0.024836,nan,0.347516,0.065695,-0.098260,0.001924
6.571736,250.444143,-321.645509,10.762208,9.347321,nan,nan,nan,nan,-0.661576,nan,0.025147,nan,0.260747,0.057116,-0.102531,0.001745
6.576422,231.033470,-335.139964,10.323992,9.448998,nan,nan,nan,nan,-0.603552,nan,0.024691,nan,0.219469,0.052231,-0.109804,0.001407
6.581109,192.251723,-359.322514,9.991279,8.901325,nan,nan,nan,nan,-0.491285,nan,0.023948,nan,0.152023,0.042993,-0.112835,0.001357
6.585795,172.547979,-369.480464,10.751494,9.285110,nan,nan,nan,nan,-0.436902,nan,0.025759,nan,0.154507,0.044462,-0.115596,0.001172
6.590481,151.814417,-378.829699,10.439555,9.556390,nan,nan,nan,nan,-0.381149,nan,0.025291,nan,0.156340,0.043570,-0.118018,0.001028
6.595168,130.473072,-387.369347,10.700565,9.319648,nan,nan,nan,nan,-0.324884,nan,0.025855,nan,0.160037,0.045295,-0.120047,0.000840
6.599854,108.844375,-394.493887,10.454555,9.310497,nan,nan,nan,nan,-0.269211,nan,0.025359,nan,0.165184,0.045441,-0.121732,0.000666
6.604549,86.163788,-399.340182,10.408117,9.332016,nan,nan,nan,nan,-0.212508,nan,0.025366,nan,0.166831,0.045655,-0.123034,0.000464
6.609235,63.234262,-403.858034,9.856865,9.317049,nan,nan,nan,nan,-0.155314,nan,0.024082,nan,0.164230,0.045336,-0.123955,0.000308
6.613922,39.381532,-407.203286,10.512487,9.343087,nan,nan,nan,nan,-0.096412,nan,0.025671,nan,0.160438,0.045387,-0.124446,0.000116
6.618608,15.323923,-409.581170,10.221704,9.130708,nan,nan,nan,nan,-0.037396,nan,0.024936,nan,0.227490,0.052897,-0.124509,0.000062
6.623295,-8.077133,-409.570669,10.409030,9.397827,nan,nan,nan,nan,0.019718,nan,0.025409,nan,0.269407,0.056978,-0.124179,0.000247
6.627981,-30.869047,-408.748143,10.785015,9.200307,nan,nan,nan,nan,0.075378,nan,0.026290,nan,0.358164,0.066044,-0.123436,0.000419
6.632667,-54.240076,-406.003144,10.421827,9.529465,nan,nan,nan,nan,0.132809,nan,0.025407,nan,0.347338,0.065382,-0.120795,0.000753
6.637354,-99.457377,-396.753553,10.240130,9.113511,nan,nan,nan,nan,0.245617,nan,0.024881,nan,0.254558,0.054265,-0.118801,0.000886
6.642048,-122.590569,-389.956598,9.750879,9.177539,nan,nan,nan,nan,0.304587,nan,0.023731,nan,0.210868,0.049174,-0.113947,0.001191
6.646735,-165.057391,-374.319922,9.785200,9.227708,nan,nan,nan,nan,0.415305,nan,0.023703,nan,0.142379,0.040481,-0.111151,0.001406
6.651421,-184.612282,-365.376370,10.357333,9.815806,nan,nan,nan,nan,0.467852,nan,0.025037,nan,0.143671,0.041376,-0.107803,0.001473
6.656108,-204.559419,-353.700817,9.696735,9.530743,nan,nan,nan,nan,0.524341,nan,0.023631,nan,0.138821,0.040479,-0.104408,0.001685
6.660794,-222.420816,-342.123390,10.295111,9.732460,nan,nan,nan,nan,0.576459,nan,0.024827,nan,0.135512,0.040413,-0.100621,0.001785
6.665480,-241.100144,-330.625587,9.886350,10.085966,nan,nan,nan,nan,0.630071,nan,0.024331,nan,0.131226,0.039128,-0.096413,0.001934
6.670167,-258.943908,-316.732860,9.879148,10.266643,nan,nan,nan,nan,0.685349,nan,0.024532,nan,0.128708,0.039218,-0.092340,0.002116
6.674853,-274.324520,-303.158915,10.251022,10.473205,nan,nan,nan,nan,0.735508,nan,0.025319,nan,0.128302,0.039325,-0.087984,0.002173
6.679540,-289.446445,-288.957175,10.049463,10.114869,nan,nan,nan,nan,0.786244,nan,0.024651,nan,0.122866,0.037552,-0.083308,0.002248
6.684234,-303.695371,-273.322814,9.872583,9.961156,nan,nan,nan,nan,0.837987,nan,0.024283,nan,0.115705,0.037138,-0.078376,0.002393
6.688921,-317.372766,-257.028957,9.892001,10.233133,nan,nan,nan,nan,0.890069,nan,0.024729,nan,0.157737,0.043462,-0.073533,0.002439
6.693607,-329.111255,-240.785841,9.702084,10.001355,nan,nan,nan,nan,0.939160,nan,0.024272,nan,0.178432,0.046118,-0.068764,0.002454
6.698294,-340.302929,-225.379112,9.327413,9.783992,nan,nan,nan,nan,0.985830,nan,0.023635,nan,0.176102,0.045300,-0.063845,0.002696
6.702980,-350.831031,-209.488598,10.023358,10.400030,nan,nan,nan,nan,1.032496,nan,0.025213,nan,0.143298,0.041343,-0.053580,0.002764
6.707666,-368.928988,-175.835946,9.397492,10.192118,nan,nan,nan,nan,1.126034,nan,0.024590,nan,0.092646,0.032730,-0.048562,0.002893
6.712353,-376.298230,-159.353485,9.488211,10.448347,nan,nan,nan,nan,1.170217,nan,0.025225,nan,0.087214,0.032768,-0.043203,0.002879
6.717039,-382.596237,-141.519975,9.351420,10.145581,nan,nan,nan,nan,1.216510,nan,0.024645,nan,0.080196,0.031312,-0.038238,0.002854
6.721734,-388.717269,-125.414464,9.170374,9.903495,nan,nan,nan,nan,1.258703,nan,0.024083,nan,0.077489,0.030005,-0.033425,0.002847
6.726420,-393.370186,-109.604881,9.207661,9.728266,nan,nan,nan,nan,1.299058,nan,0.023734,nan,0.073626,0.028952,-0.028529,0.003066
6.731107,-397.236242,-93.488713,9.033649,10.387972,nan,nan,nan,nan,1.339655,nan,0.025292,nan,0.070932,0.029192,-0.023862,0.003100
6.735793,-400.850295,-78.256764,9.309716,10.395791,nan,nan,nan,nan,1.377994,nan,0.025361,nan,0.067313,0.028666,-0.018992,0.003004
6.740479,-403.726903,-62.300747,9.266794,9.985770,nan,nan,nan,nan,1.417690,nan,0.024405,nan,0.062512,0.027433,-0.014578,0.002970
6.745166,-405.776217,-47.829199,9.329494,9.819901,nan,nan,nan,nan,1.453467,nan,0.024018,nan,0.081751,0.031178,-0.009819,0.002998
6.749852,-407.029696,-32.192408,9.446346,9.861873,nan,nan,nan,nan,1.491870,nan,0.024147,nan,0.114151,0.036725,-0.005584,0.003085
6.754539,-407.782319,-18.303614,9.265974,10.125119,nan,nan,nan,nan,1.525941,nan,0.024801,nan,0.122091,0.038342,-0.001383,0.003146
6.759233,-408.152733,-4.532173,9.053676,10.313202,nan,nan,nan,nan,1.559693,nan,0.025266,nan,0.098700,0.034989,0.006611,0.003125
6.763920,-407.815520,21.679505,9.224721,10.265187,nan,nan,nan,nan,1.623906,nan,0.025129,nan,0.056176,0.026323,0.014117,0.003054
6.768606,-406.174167,46.340633,9.171881,10.102637,nan,nan,nan,nan,1.684396,nan,0.024684,nan,0.035015,0.020613,0.017662,0.003031
6.773292,-405.008644,58.028796,9.479092,10.071617,nan,nan,nan,nan,1.713106,nan,0.024588,nan,0.032463,0.019821,0.020875,0.003080
6.777979,-403.270736,68.570312,9.226860,10.289708,nan,nan,nan,nan,1.739221,nan,0.025085,nan,0.029923,0.019176,0.024127,0.003058
6.782665,-401.567918,79.303842,9.222869,10.284451,nan,nan,nan,nan,1.765773,nan,0.025033,nan,0.027349,0.018217,0.027259,0.003039
6.787352,-399.408842,89.600766,9.113006,10.289966,nan,nan,nan,nan,1.791476,nan,0.025008,nan,0.024177,0.017090,0.030163,0.003009
6.792038,-397.283052,99.178973,9.489914,10.240027,nan,nan,nan,nan,1.815439,nan,0.024904,nan,0.021953,0.016339,0.032850,0.002993
6.796725,-394.844414,107.980540,9.456364,10.253815,nan,nan,nan,nan,1.837745,nan,0.024919,nan,0.020185,0.015717,0.035590,0.002936
6.801419,-392.355571,117.010682,9.304155,10.139196,nan,nan,nan,nan,1.860625,nan,0.024604,nan,0.018055,0.014721,0.037876,0.002919
6.806106,-390.056942,124.534332,9.459077,10.134478,nan,nan,nan,nan,1.879839,nan,0.024603,nan,0.016663,0.014238,0.040271,0.002936
6.810792,-387.372308,132.380018,9.552080,10.270331,nan,nan,nan,nan,1.900092,nan,0.024911,nan,0.020121,0.015680,0.042533,0.002936
6.815478,-385.017170,139.912376,9.707968,10.348086,nan,nan,nan,nan,1.919352,nan,0.025083,nan,0.020463,0.015829,0.044555,0.002876
6.820165,-382.640811,146.604589,9.631912,10.205679,nan,nan,nan,nan,1.936683,nan,0.024731,nan,0.018006,0.014813,0.046507,0.002907
6.824851,-380.247530,153.078852,9.414293,10.455574,nan,nan,nan,nan,1.953522,nan,0.025168,nan,0.012888,0.012571,0.050013,0.002833
6.829538,-375.405499,164.622182,9.804954,10.253221,nan,nan,nan,nan,1.984061,nan,0.024840,nan,0.007164,0.009286,0.051554,0.002823
6.834224,-372.966122,169.615229,9.763005,10.290728,nan,nan,nan,nan,1.997613,nan,0.024900,nan,0.006089,0.008592,0.052991,0.002818
6.838919,-370.611665,174.267573,9.700003,10.356634,nan,nan,nan,nan,2.010334,nan,0.025006,nan,0.005178,0.008004,0.054256,0.002783
6.843605,-368.769574,178.493529,9.764282,10.264117,nan,nan,nan,nan,2.021582,nan,0.024826,nan,0.004142,0.007040,0.055473,0.002743
6.848291,-366.984892,182.588896,9.875222,10.134143,nan,nan,nan,nan,2.032472,nan,0.024600,nan,0.003345,0.006312,0.056555,0.002750
