# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
1.000121,91.058950,-320.014808,6.783678,6.172023,-52.028891,-202.259381,3.297863,2.556917,5.400973,0.251780,0.037998,0.015594
1.004341,91.378613,-318.739990,6.989021,6.191300,-52.733286,-201.373198,3.375778,3.006819,5.395858,0.256117,0.038987,0.016109
1.008561,91.510194,-317.451269,6.804969,6.249615,-53.071947,-201.954386,3.465950,2.590539,5.386417,0.256981,0.038462,0.016360
1.012781,91.735790,-315.488950,6.695597,6.291864,-53.272605,-201.009366,3.630800,2.397678,5.380675,0.259070,0.038351,0.017134
1.017001,92.186421,-315.853973,6.723747,6.198500,-55.066014,-201.843390,3.194320,2.561082,5.371232,0.266334,0.037546,0.015078
1.021221,92.663925,-315.071987,6.811048,6.198952,-54.160857,-202.398577,3.727643,2.832225,5.366934,0.261469,0.038804,0.017538
1.025441,92.663574,-314.362557,6.836304,6.152088,-53.821968,-202.820991,3.305591,3.141779,5.363179,0.259388,0.038927,0.015703
1.029661,92.776272,-313.320034,6.883344,6.187453,-54.167549,-201.290171,3.635471,3.337451,5.363779,0.262874,0.039596,0.017348
1.033881,92.804797,-313.406904,6.864741,6.241238,-54.312222,-201.345740,3.641533,3.327877,5.363345,0.263475,0.039673,0.017364
1.038100,92.797375,-313.819767,6.887364,6.437464,-54.636116,-199.694623,3.589448,3.085390,5.371123,0.267063,0.039584,0.017179
1.042320,92.743627,-314.132177,6.937491,6.311324,-54.721795,-200.151286,3.634631,2.758140,5.370406,0.266880,0.038927,0.017256
1.046540,92.340342,-314.577916,6.821847,6.430519,-54.120752,-201.386814,3.756848,3.139193,5.370349,0.262537,0.039970,0.017832
1.050760,91.910680,-315.181991,7.107206,6.393454,-54.976403,-200.382642,3.591811,2.304592,5.375777,0.267768,0.038947,0.016926
1.054980,91.255253,-316.384211,6.827413,6.443498,-53.640361,-200.682021,3.624240,2.549200,5.386227,0.261185,0.039108,0.017151
1.059200,91.352858,-317.715705,6.942869,6.379506,-52.356865,-201.318501,3.565761,3.790098,5.393166,0.254433,0.040961,0.017212
1.063420,90.937299,-319.077234,6.876573,6.169410,-52.167254,-201.248973,3.686167,3.254818,5.401219,0.253635,0.039492,0.017607
1.067640,90.047333,-320.589743,6.576102,6.321687,-51.819643,-200.737354,3.201755,2.725541,5.413869,0.252631,0.038049,0.015310
1.071860,89.438522,-322.571301,6.828217,6.208267,-50.803232,-201.591702,3.749965,2.685403,5.424182,0.246870,0.038981,0.017773
1.076080,88.723532,-324.566942,6.664103,6.285646,-49.834402,-202.620426,3.689107,3.271988,5.434107,0.241163,0.039673,0.017572
1.080300,87.505506,-326.575149,6.894380,6.355846,-48.758515,-202.156306,3.561270,3.246337,5.452379,0.236672,0.040248,0.017046
1.084520,86.762408,-328.811537,6.600449,6.415567,-47.980653,-202.753050,3.747030,3.240858,5.464500,0.232371,0.039986,0.017864
1.088739,85.391310,-331.266084,6.747574,6.350915,-46.851360,-202.247620,3.550608,2.900503,5.485447,0.227638,0.039525,0.016957
1.092959,84.357743,-335.108535,6.362464,6.639715,-46.260560,-202.980818,3.549345,2.541413,5.503532,0.224079,0.038748,0.016843
1.097179,83.253303,-337.855373,6.682143,6.437317,-44.365357,-203.463574,3.676009,3.022891,5.523632,0.214690,0.039858,0.017522
1.101399,81.476222,-340.460621,6.596509,6.438508,-42.908811,-203.405945,3.474458,2.861949,5.546210,0.207903,0.039298,0.016599
1.105619,79.550699,-343.707280,6.674501,6.389577,-41.275072,-204.711821,3.196357,3.450724,5.567605,0.198958,0.039860,0.015355
