# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
4.000200,53.658443,-358.186778,6.704614,6.450853,-48.051998,-204.499941,3.401384,3.428420,5.698557,0.230787,0.040446,0.016198
4.004376,53.007060,-359.826870,6.834874,6.307637,-46.682803,-204.720161,3.078729,3.238670,5.711946,0.224199,0.040026,0.014701
4.008551,51.947134,-361.857642,6.589908,6.520011,-44.784860,-205.097061,3.495851,3.324750,5.730310,0.214985,0.040288,0.016616
4.012727,50.737504,-363.789647,6.667860,6.430732,-43.043236,-204.793535,3.521142,2.979676,5.750277,0.207163,0.040230,0.016725
4.016903,49.580262,-366.100792,6.551974,6.645932,-41.293713,-205.698610,3.486751,3.454848,5.767733,0.198115,0.040349,0.016613
4.021078,48.040158,-368.083942,6.430551,6.633993,-39.176972,-204.925241,3.514489,2.758770,5.792278,0.188898,0.039440,0.016731
4.025254,46.130254,-370.176070,6.506457,6.608343,-36.663222,-204.793863,3.147352,2.822313,5.819043,0.177148,0.039034,0.015082
4.029429,44.516790,-372.087473,6.393723,6.737867,-34.299367,-206.289177,3.167916,3.113258,5.839432,0.164761,0.039162,0.015142
4.033605,42.930030,-374.479325,6.657519,6.574964,-32.105972,-206.012466,3.220791,3.213544,5.864159,0.154601,0.040033,0.015447
4.037780,40.791008,-376.573786,6.376259,6.655199,-30.293962,-206.416700,3.241023,3.022190,5.887462,0.145721,0.038915,0.015514
4.041956,38.661954,-378.942361,6.376198,6.695742,-27.072323,-206.709138,3.512895,2.860160,5.918590,0.130227,0.039490,0.016803
4.046132,36.428531,-380.772312,6.407440,6.749293,-23.431081,-207.650327,3.501928,3.253184,5.950288,0.112364,0.039975,0.016744
4.050307,34.038281,-382.674439,6.278590,6.779588,-21.241794,-207.057240,3.666761,2.360294,5.978228,0.102231,0.039447,0.017563
4.054483,31.367843,-383.343688,6.259275,7.063638,-18.448419,-206.982024,3.413625,3.027619,6.007891,0.088896,0.039136,0.016413
4.058658,28.710920,-385.207016,6.293986,6.825974,-15.369431,-207.024378,3.804978,3.064768,6.040666,0.074104,0.040109,0.018311
4.062834,25.731146,-386.748155,6.196001,6.745444,-13.161260,-207.555794,3.823076,3.159136,6.069457,0.063326,0.039747,0.018371
4.067009,23.204854,-388.166527,6.215962,6.793965,-9.545390,-207.989971,3.647021,3.233869,6.103381,0.045861,0.039411,0.017512
4.071185,19.908329,-389.027583,6.153104,6.919791,-5.925492,-208.020740,3.982220,2.948299,6.141420,0.028477,0.040107,0.019132
4.075361,17.365881,-390.303821,6.083259,6.772806,-2.957313,-208.065758,3.612046,2.648067,6.172124,0.014212,0.038596,0.017358
4.079536,13.974713,-390.656378,6.000513,6.816330,0.270201,-207.965827,3.541448,2.864239,6.208311,-0.001299,0.038046,0.017029
4.083712,10.783627,-391.060232,6.313343,6.761443,3.053067,-208.276862,3.988706,2.850806,6.240917,-0.014658,0.040818,0.019148
4.087887,7.554203,-390.774854,6.059654,6.912039,6.377950,-208.316791,3.641971,2.939775,6.276739,-0.030607,0.038747,0.017472
4.092063,4.286291,-390.711783,6.198034,6.753304,10.265917,-207.911093,3.770132,2.650939,6.315885,-0.049336,0.039665,0.018100
4.096238,1.445946,-390.066922,6.184067,6.816801,13.151787,-207.789755,4.057632,2.868498,6.347317,-0.063209,0.040494,0.019469
4.100414,-2.294815,-389.473395,6.192029,6.789331,17.041729,-207.522220,3.884147,2.860695,6.389061,-0.081936,0.039951,0.018625
4.104590,-4.635843,-388.341886,6.339959,6.683486,20.150089,-207.576899,3.763309,3.123512,6.419452,-0.096770,0.040409,0.018019
4.108765,-7.993603,-387.346760,6.267674,6.548680,22.962259,-207.187182,4.081258,2.984818,6.453348,-0.110378,0.040872,0.019523
4.112941,-10.534455,-385.613642,6.360170,6.644232,25.687772,-206.450459,3.902514,2.968709,6.482671,-0.123790,0.040784,0.018698
4.117116,-12.820153,-383.743681,6.376334,6.691937,29.329495,-206.505531,4.048112,2.834301,6.516662,-0.141084,0.041375,0.019310
4.121292,-15.771703,-382.651266,6.136883,6.597677,32.052379,-205.551885,3.822786,3.171973,6.546935,-0.154688,0.039447,0.018308
4.125468,-17.934782,-381.542065,6.182098,6.570926,35.060058,-206.256782,3.657331,2.941066,6.576783,-0.168373,0.039232,0.017394
4.129643,-20.047441,-379.352601,6.285153,6.359430,38.168312,-205.999537,3.743913,3.120760,6.607174,-0.183206,0.039879,0.017779
4.133819,-22.315868,-377.399223,6.354894,6.490002,39.926967,-205.308936,3.757086,3.116461,6.630234,-0.192075,0.040227,0.017861
4.137994,-24.405004,-375.298559,6.241980,6.563700,42.131088,-204.564811,3.735834,2.883376,6.654787,-0.203115,0.039624,0.017739
4.142170,-26.139771,-372.874709,6.199610,6.308624,44.960998,-204.041865,4.107512,2.861202,6.681774,-0.216886,0.040189,0.019423
4.146345,-28.076214,-371.014934,6.393325,6.668732,47.568269,-203.128890,3.717002,2.928768,6.706513,-0.230033,0.040059,0.017640
4.150521,-29.361716,-368.825074,6.430160,6.467396,48.996749,-202.728923,3.995194,2.744771,6.723991,-0.237139,0.040697,0.018874
4.154697,-30.762098,-367.063903,6.251805,6.490931,51.646058,-202.572504,3.611566,2.838155,6.747623,-0.249633,0.039097,0.017073
4.158872,-32.096266,-364.982336,6.339773,6.549157,53.094727,-201.981281,3.952250,2.943615,6.764781,-0.257054,0.040286,0.018650
