# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
1.750739,-12.550729,-395.749178,6.077761,6.665272,23.813417,-215.938314,3.750945,2.719622,0.199544,6.173350,0.038944,0.017217
1.754988,-8.383789,-397.627438,6.107802,6.663563,20.013125,-216.414011,3.683433,2.667938,0.155440,6.190971,0.038891,0.016914
1.759237,-3.628503,-399.233620,5.843709,6.678896,15.960674,-217.364003,3.703819,3.109286,0.107296,6.209889,0.037852,0.016980
1.763487,0.900751,-399.264948,5.999561,6.816920,11.991189,-215.950115,3.611899,2.438379,0.060426,6.227715,0.038137,0.016686
1.767736,5.427678,-399.806155,6.077056,6.900825,7.747132,-216.863548,3.663826,2.823129,0.012678,6.247477,0.038786,0.016879
1.771986,10.131195,-399.928347,5.955902,7.049278,3.128420,-216.895933,4.135043,2.841763,-0.038241,6.268763,0.039588,0.019062
1.776235,14.622737,-399.080431,6.354147,6.463393,-0.061549,-216.591153,3.827718,2.470397,-0.080294,6.283469,0.040501,0.017673
1.780484,19.784273,-398.470476,6.064766,6.884558,-4.901518,-217.510390,4.142698,2.945280,-0.135579,6.305716,0.040229,0.019039
1.784734,23.889449,-397.237507,6.092353,6.781496,-8.529696,-217.193371,4.077965,2.722681,-0.178153,6.322437,0.040070,0.018753
1.788983,28.654029,-395.179074,6.128396,6.713755,-12.038259,-217.056581,3.656715,2.878785,-0.224597,6.338590,0.039105,0.016811
1.793232,32.767183,-393.307499,6.124848,6.633817,-15.977627,-216.538333,3.824084,2.665194,-0.269067,6.356838,0.039351,0.017588
1.797482,37.080032,-390.671327,6.198877,6.751508,-20.085145,-216.260587,3.824329,2.840323,-0.316728,6.375794,0.039706,0.017574
1.801731,40.801138,-387.642234,6.273502,6.567441,-23.674725,-215.958675,3.671065,2.757265,-0.359253,6.392375,0.039537,0.016854
1.805980,44.564307,-385.446480,6.134162,6.720614,-26.519877,-216.016386,3.176372,2.084228,-0.397244,6.405342,0.037701,0.014533
1.810230,48.014209,-382.195655,6.272556,6.561228,-29.853857,-216.934572,3.573228,3.046636,-0.440329,6.419943,0.039530,0.016276
1.814479,51.030451,-378.532231,6.274851,6.493420,-33.014428,-215.921096,3.305334,3.203120,-0.477033,6.434911,0.038917,0.015122
