# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
0.999896,-63.090375,-348.095670,6.539397,6.778479,55.771243,-208.173296,3.832738,2.782899,0.704194,6.021425,0.040716,0.017500
1.004151,-64.853938,-344.874830,6.370830,6.553029,58.241219,-207.039965,3.551066,2.401128,0.728969,6.008968,0.038722,0.016179
1.008406,-66.568086,-341.362464,6.576094,6.724152,58.671138,-207.673743,3.697135,2.959973,0.752777,6.007845,0.040683,0.016903
1.012660,-67.964912,-338.394499,6.641980,6.532680,60.303808,-207.416343,3.826352,2.663365,0.774947,6.000247,0.040217,0.017355
1.016915,-69.387618,-335.160798,6.363421,6.689393,62.019517,-206.643587,3.717427,2.504007,0.796516,5.991611,0.039469,0.016837
1.021170,-70.566989,-332.651107,6.597328,6.553766,62.517620,-206.092683,3.572957,2.566421,0.810528,5.988661,0.039545,0.016248
1.025425,-71.789114,-329.845685,6.512432,6.614999,65.062514,-205.216805,2.996261,2.246350,0.832109,5.976167,0.038193,0.013637
1.029680,-72.709542,-327.316000,6.520956,6.564101,64.929075,-205.733156,3.763553,2.632892,0.847258,5.977480,0.039620,0.017037
1.033935,-73.095506,-325.037049,6.501517,6.563465,66.270147,-204.878348,3.527081,2.360530,0.859272,5.970346,0.038898,0.015946
1.038190,-74.008349,-323.182065,6.420014,6.583389,67.519575,-204.656555,3.193044,2.499560,0.873621,5.964513,0.038434,0.014532
1.042445,-75.065209,-321.158325,6.501250,6.540384,67.418625,-204.698112,3.748910,2.454665,0.885561,5.965018,0.039115,0.016902
1.046699,-75.678129,-319.551100,6.617605,6.348921,67.824835,-205.057071,3.815204,2.718691,0.897367,5.963752,0.039220,0.017230
1.050954,-75.979245,-318.183291,6.312178,6.568960,68.370469,-205.007529,3.611019,2.691297,0.905864,5.961283,0.039064,0.016333
1.055209,-76.579106,-317.133871,6.600437,6.624678,69.767031,-203.833222,3.187101,2.226599,0.911989,5.953409,0.038462,0.014391
