# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad)
2.501202,149.395979,-158.879420,6.891161,6.034325,-4.398013,-60.478386,3.123584,2.139564,5.281577,0.072593,0.037031,0.051440
2.505377,153.028709,-152.597457,6.817576,6.083204,-4.113055,-60.689584,3.198153,2.116639,5.241611,0.067669,0.036998,0.052509
2.509553,156.329385,-146.609424,6.805569,6.139509,-4.113055,-60.689584,3.198153,2.116639,5.204046,0.067669,0.037012,0.052509
2.513729,159.569598,-140.820480,6.711897,5.980033,-4.042929,-60.942818,3.179594,2.354279,5.166562,0.066243,0.036420,0.052007
2.517904,162.243619,-134.607333,6.782994,5.955863,-4.143262,-60.737995,3.191023,2.147929,5.130210,0.068110,0.035910,0.052349
2.522080,165.008514,-129.475963,6.982751,6.244182,-4.325275,-60.566809,3.130343,2.090821,5.098866,0.071292,0.036905,0.051480
2.526256,166.988190,-123.408663,6.858427,6.112857,-4.325275,-60.566809,3.130343,2.090821,5.063972,0.071292,0.036156,0.051480
2.530431,168.734141,-117.279128,6.869960,6.112396,-4.412720,-60.530523,3.107443,2.175883,5.029105,0.072772,0.036208,0.051132
2.534607,170.671021,-112.244588,6.890046,6.087615,-4.217852,-60.338481,3.051592,2.059894,5.000903,0.069790,0.035759,0.050385
2.538783,171.995622,-106.905222,6.721253,6.300064,-4.228370,-60.567282,3.229562,2.266717,4.969517,0.069700,0.037029,0.053127
2.542958,172.992935,-102.324828,6.925764,6.059169,-4.084455,-60.275286,2.979200,2.051572,4.945535,0.067660,0.035511,0.049254
2.547134,174.354948,-97.063869,6.941218,6.094713,-4.084401,-60.860920,3.227182,2.434830,4.912559,0.067010,0.036302,0.052855
2.551309,175.174442,-92.535049,7.071740,6.028778,-4.084401,-60.860920,3.227182,2.434830,4.887279,0.067010,0.035949,0.052855
2.555485,176.539294,-88.757166,6.973169,6.285023,-3.754950,-60.514046,3.148530,2.269809,4.867776,0.061971,0.036753,0.051882
2.559661,176.834340,-84.369743,7.000996,6.192864,-3.288220,-60.695708,2.744330,2.329350,4.843073,0.054123,0.036510,0.045130
2.563836,177.527819,-80.378021,7.292671,6.092214,-3.573514,-60.093482,2.592821,2.009705,4.823931,0.059396,0.035302,0.043040
2.568012,178.050656,-76.752553,7.086761,6.179641,-3.952267,-60.257391,2.425899,2.161838,4.802773,0.065496,0.035869,0.040155
2.572188,178.142114,-73.117336,6.984561,6.403723,-3.545756,-60.456651,2.637176,2.246388,4.781960,0.058582,0.037280,0.043526
2.576363,178.229126,-71.317940,6.915715,6.250954,-3.807800,-61.072958,2.399279,2.044617,4.768609,0.062268,0.036086,0.039189
2.580539,178.225302,-67.933066,6.927724,6.432852,-3.698151,-61.321486,2.379490,2.211289,4.748716,0.060235,0.037370,0.038724
2.584714,178.386066,-65.540314,6.860121,6.230019,-3.316903,-61.145981,2.633605,2.157705,4.736568,0.054193,0.036277,0.042987
2.588890,178.589877,-63.397929,6.838000,6.189026,-3.172758,-61.397662,2.669742,2.265632,4.723393,0.051630,0.036258,0.043409
2.593066,178.577691,-59.893697,6.856795,6.366360,-4.332259,-60.471945,2.763137,2.209179,4.709228,0.071519,0.036842,0.045534
2.597241,178.310949,-57.892858,6.842160,6.415728,-3.714194,-60.254145,2.397353,2.161449,4.699417,0.061564,0.037190,0.039698
2.601417,178.436521,-56.811301,6.759147,6.221661,-4.405112,-60.502102,2.793844,2.242520,4.692206,0.072681,0.036165,0.046013
2.605593,178.613451,-55.317301,6.881472,6.435429,-4.525157,-60.557050,2.859021,2.239622,4.683786,0.074587,0.037195,0.047030
2.609768,178.252590,-54.369617,6.775792,6.395652,-4.525157,-60.557050,2.859021,2.239622,4.678550,0.074587,0.037057,0.047030
2.613944,178.392646,-53.569283,6.895063,6.452958,-3.673781,-61.057971,2.366103,2.679731,4.671281,0.060096,0.038348,0.038702
2.618119,178.565756,-53.538935,6.912058,6.446298,-3.978743,-61.032075,2.585553,2.626304,4.671364,0.065099,0.038104,0.042277
2.622295,178.451734,-53.018310,6.811869,6.567585,-3.688413,-61.129475,2.771980,2.591630,4.667886,0.060265,0.038729,0.045253
