# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad), kinetic energy (J), kinetic energy error (J), potential energy (J), potential energy error (J)
2.998030,-153.019480,96.459541,7.304163,6.816131,1.164467,-8.634986,2.675956,2.030713,2.169078,6.149139,0.039284,0.305952,0.002732,0.007041,0.043398,0.002526
3.002205,-153.445944,95.245477,7.433423,6.693913,1.235268,-8.661189,2.634228,2.033063,2.162308,6.141520,0.039092,0.299879,0.002995,0.006229,0.042711,0.002491
3.006381,-154.297966,93.421893,7.069383,6.619964,1.164467,-8.634986,2.675956,2.030713,2.151708,6.149139,0.038294,0.305952,0.003417,0.005571,0.042288,0.002555
3.010556,-155.046877,92.213257,7.368613,6.681106,1.011362,-8.792132,2.725302,2.120981,2.145221,6.168658,0.039108,0.307146,0.004126,0.005628,0.041445,0.002595
3.014732,-156.658604,91.651298,7.611467,6.737852,1.149317,-7.635100,2.675956,2.030713,2.132381,6.133776,0.039392,0.344944,0.005700,0.010163,0.040668,0.002581
3.018907,-157.457924,89.594915,7.348465,6.718547,1.277509,-7.688562,2.614034,2.035437,2.120622,6.118532,0.038895,0.333613,0.006615,0.010876,0.039809,0.002565
3.023083,-158.968929,87.700741,7.392797,6.586423,1.277509,-7.688562,2.614034,2.035437,2.107728,6.118532,0.038361,0.333613,0.007849,0.011724,0.038695,0.002624
3.027258,-160.259721,84.808188,7.303809,6.741562,1.267665,-7.752901,2.596300,2.085192,2.091154,6.121111,0.038861,0.328961,0.008472,0.012293,0.037782,0.002658
3.031434,-161.632016,82.389704,7.418147,6.723945,1.085794,-7.964823,2.645803,2.200563,2.077687,6.147697,0.039069,0.328215,0.009915,0.013310,0.036630,0.002678
3.035609,-163.465291,79.745600,7.315743,6.774681,1.020200,-7.996724,2.607120,2.200622,2.060833,6.156294,0.039000,0.322657,0.011204,0.013973,0.035290,0.002665
3.039785,-165.146360,76.599187,7.461112,6.611949,1.025909,-7.938904,2.625138,2.164324,2.041410,6.154672,0.038421,0.327077,0.012851,0.014801,0.034120,0.002722
3.043960,-166.263198,73.573772,7.292140,6.800008,1.072117,-8.048205,2.645204,2.099185,2.024616,6.150753,0.038909,0.324739,0.015018,0.016084,0.032685,0.002731
3.048136,-168.213603,70.377066,7.368779,6.734281,1.025909,-7.938904,2.625138,2.164324,2.004204,6.154672,0.038670,0.327077,0.016850,0.017064,0.031119,0.002693
3.052311,-169.733082,66.614750,7.485777,6.594281,1.188452,-7.946562,2.592314,1.891609,1.982141,6.134730,0.037757,0.320976,0.018515,0.017642,0.029419,0.002693
3.056487,-171.421038,62.414315,7.560151,6.478704,1.387243,-8.142409,2.879622,1.973135,1.958433,6.114433,0.037373,0.346015,0.019773,0.018324,0.027710,0.002730
3.060662,-173.024675,58.221253,7.613153,6.487590,1.238898,-8.175364,2.802825,2.115692,1.934828,6.132789,0.037539,0.337327,0.022139,0.019299,0.025783,0.002800
3.064838,-174.891472,53.694216,7.546486,6.712423,1.324228,-8.177967,2.853556,1.966577,1.908465,6.122652,0.038125,0.342127,0.024539,0.020318,0.023827,0.002791
3.069014,-176.488972,48.942940,7.517034,6.627521,1.299057,-8.233308,2.840909,2.003452,1.881948,6.126695,0.037672,0.338747,0.027273,0.021345,0.021857,0.002885
3.073189,-177.801190,44.259053,7.135699,6.842374,0.964437,-8.049837,2.613051,2.098698,1.855461,6.163945,0.038617,0.321494,0.029447,0.022262,0.019533,0.002835
3.077365,-179.589427,38.933416,7.246741,6.641261,1.370538,-7.984062,2.840018,2.150078,1.824480,6.113183,0.037626,0.348435,0.031371,0.022821,0.017164,0.002838
3.081540,-180.909542,33.290201,7.128110,6.621971,1.394943,-7.929108,2.851056,2.113913,1.793159,6.109040,0.037389,0.351728,0.033271,0.023413,0.014725,0.002853
3.085716,-181.810540,27.371568,7.315169,6.600372,1.394943,-7.929108,2.851056,2.113913,1.761147,6.109040,0.037334,0.351728,0.035901,0.024450,0.012283,0.002845
3.089891,-183.365603,20.415173,7.338564,6.544559,1.055682,-9.061324,3.076765,2.136099,1.729288,6.167204,0.037016,0.336096,0.038905,0.025324,0.009523,0.002895
3.094067,-183.937159,14.580144,7.309951,6.614046,0.668154,-8.178367,3.328267,2.149923,1.693459,6.201669,0.037484,0.404824,0.042655,0.026673,0.006871,0.002889
3.098242,-185.099749,8.305651,7.282539,6.607189,0.709726,-8.163965,3.263064,2.131060,1.659202,6.196469,0.037263,0.397332,0.047367,0.028023,0.003971,0.002950
3.102418,-184.826324,1.346252,7.422677,6.720284,0.693533,-8.131835,3.340067,2.121993,1.621841,6.198105,0.037954,0.408372,0.050286,0.029377,0.000998,0.002919
3.106593,-185.692749,-6.877821,6.989538,6.677068,0.718265,-9.269091,3.234331,2.074798,1.583624,6.205850,0.037506,0.347283,0.052546,0.030200,-0.002302,0.002937
3.110769,-185.557284,-14.723683,7.364224,6.707804,0.523390,-9.217716,3.337059,2.093580,1.541216,6.226465,0.037752,0.361092,0.054948,0.030974,-0.005563,0.002908
3.114944,-185.360706,-22.448980,7.356086,6.673070,0.885247,-9.103384,3.107575,2.078162,1.499263,6.186246,0.037460,0.338881,0.060121,0.032241,-0.008781,0.002985
3.119120,-184.623041,-30.299723,7.127019,6.873595,0.509758,-9.277314,3.299753,2.083926,1.457728,6.228294,0.038597,0.354823,0.064772,0.033819,-0.012117,0.003017
3.123295,-183.351132,-38.514253,6.982640,6.909492,0.235067,-9.577596,3.321138,2.299015,1.414464,6.258647,0.039242,0.346602,0.070095,0.035496,-0.015684,0.002986
3.127471,-181.806038,-45.942132,7.288364,6.890927,0.233436,-8.488111,3.353799,2.246816,1.367881,6.255691,0.039176,0.394886,0.071745,0.036186,-0.019431,0.002920
3.131646,-179.934250,-54.941144,7.278803,6.790708,0.233436,-8.488111,3.353799,2.246816,1.318460,6.255691,0.038748,0.394886,0.073990,0.036640,-0.022942,0.002867
3.135822,-177.855823,-63.213636,7.227297,6.813391,0.468144,-8.201872,3.321761,2.060504,1.271566,6.226169,0.038553,0.403938,0.078625,0.037550,-0.026814,0.002837
3.139997,-174.755466,-72.340840,7.152752,6.848131,0.167823,-8.143968,3.129167,2.075396,1.219058,6.262581,0.038835,0.384104,0.082360,0.038595,-0.030280,0.002846
3.144173,-170.810004,-80.630778,7.123967,6.915390,0.066962,-8.461144,3.097918,2.299753,1.171174,6.275271,0.039692,0.366118,0.087205,0.040508,-0.034021,0.002776
3.148349,-166.799512,-89.429548,7.156723,6.892859,-0.000000,-8.360388,3.104902,2.236056,1.118389,6.283185,0.039663,0.371383,0.089781,0.040700,-0.037782,0.002669
3.152524,-162.399462,-98.407374,7.109363,6.966626,0.801628,-7.787013,2.603359,1.983979,1.063917,6.180602,0.039224,0.331831,0.090627,0.040710,-0.041488,0.002585
3.156700,-157.254503,-107.263007,6.763816,6.936840,0.061168,-8.145584,3.113063,2.075152,1.008571,6.275676,0.039258,0.382161,0.092874,0.041037,-0.044992,0.002563
3.160875,-151.717582,-115.599904,7.086702,7.096063,0.160040,-7.999024,3.040278,2.131030,0.954408,6.263180,0.040356,0.379966,0.100021,0.042529,-0.048529,0.002388
3.165051,-145.147073,-123.934543,6.843265,7.039072,0.654284,-7.644067,2.645738,1.960609,0.897523,6.197800,0.039243,0.344290,0.105631,0.043065,-0.051803,0.002295
3.169226,-138.181594,-131.748541,6.980691,6.980497,0.841006,-7.757683,2.647515,2.040340,0.842488,6.175198,0.039504,0.338487,0.108776,0.043736,-0.055099,0.002129
3.173402,-130.713594,-139.466105,6.725712,7.014375,0.465303,-7.967113,2.403041,1.808380,0.784180,6.224849,0.038726,0.300885,0.109594,0.043346,-0.058491,0.001951
3.177577,-122.593497,-147.374158,6.598699,6.799305,0.196160,-7.483939,2.587847,1.867695,0.720390,6.256980,0.037994,0.345611,0.109032,0.043005,-0.061497,0.001801
3.181753,-113.941055,-154.637818,6.436891,6.936866,0.196160,-7.483939,2.587847,1.867695,0.659705,6.256980,0.037755,0.345611,0.111237,0.043779,-0.064176,0.001666
3.185928,-104.171695,-161.312031,6.495708,6.898331,1.164934,-7.772867,2.629394,1.774144,0.601307,6.134421,0.037835,0.332535,0.114313,0.044128,-0.066789,0.001501
3.190104,-94.316203,-167.005516,6.421083,6.904386,0.940955,-7.769391,2.574516,1.693960,0.539105,6.162662,0.037557,0.327612,0.120845,0.045290,-0.069143,0.001354
3.194279,-84.053000,-172.265753,6.569066,6.662783,0.940955,-7.769391,2.574516,1.693960,0.476912,6.162662,0.037902,0.327612,0.127172,0.046804,-0.071220,0.001217
3.198455,-73.686386,-177.646807,6.803915,6.457606,1.164934,-7.772867,2.629394,1.774144,0.415033,6.134421,0.038789,0.332535,0.131038,0.047453,-0.073047,0.001021
3.202630,-62.534671,-181.038248,6.479409,6.967012,1.164934,-7.772867,2.629394,1.774144,0.352304,6.134421,0.038007,0.332535,0.126964,0.046262,-0.074764,0.000826
3.206806,-50.835731,-184.557399,6.188263,6.938746,0.178925,-8.157622,3.269179,2.134038,0.281518,6.261255,0.038225,0.400600,0.121177,0.044160,-0.076027,0.000638
3.210981,-38.978818,-187.111456,6.296850,6.676618,0.249169,-7.930839,3.125412,1.954794,0.215529,6.251778,0.038307,0.393771,0.121145,0.044773,-0.076949,0.000437
3.215157,-27.032539,-189.438338,6.102070,6.488648,0.450755,-8.106776,3.173250,2.059661,0.150419,6.227640,0.037493,0.390479,0.123664,0.045619,-0.077513,0.000262
3.219333,-15.251967,-190.664018,6.393197,6.615800,1.276194,-7.483384,2.585425,1.964722,0.089985,6.114273,0.037495,0.338532,0.127396,0.046319,-0.077805,0.000066
3.223508,-3.316455,-190.903639,5.901992,6.857543,1.084999,-7.790638,2.583665,1.784757,0.024032,6.144806,0.035176,0.326829,0.126958,0.045469,-0.077761,0.000120
3.227684,8.642928,-190.895368,6.295972,6.776987,1.037173,-7.678892,2.583608,1.728119,-0.041489,6.148930,0.037114,0.331773,0.127396,0.046280,-0.077379,0.000319
3.231859,20.852844,-189.717319,6.502929,6.521018,1.209964,-7.533856,2.605212,1.871382,-0.107404,6.123942,0.038217,0.339341,0.127616,0.046175,-0.076670,0.000516
3.236035,32.872827,-187.971725,6.547249,6.690185,1.425737,-7.654484,2.652386,1.699376,-0.172662,6.099034,0.038568,0.337272,0.127405,0.047319,-0.075631,0.000712
3.240210,44.548975,-185.117967,6.626908,6.534141,1.423718,-7.481149,2.569292,1.964478,-0.238164,6.095127,0.038797,0.334922,0.124066,0.046645,-0.074248,0.000886
3.244386,56.515220,-181.777558,6.543070,6.505141,1.746791,-7.484883,2.332312,2.004891,-0.304462,6.053913,0.037954,0.301396,0.120733,0.045714,-0.072557,0.001033
3.248561,67.523288,-177.783129,6.058426,6.454213,1.530613,-7.709546,2.818371,2.014367,-0.370140,6.087199,0.036685,0.355229,0.117545,0.044938,-0.070579,0.001280
3.252737,78.355960,-173.133794,6.628945,6.398714,1.502962,-7.755580,2.808265,2.035657,-0.435020,6.091767,0.039019,0.352416,0.115308,0.045279,-0.068412,0.001421
3.256912,88.947946,-167.847290,6.599920,6.475903,1.982481,-7.510451,2.489777,1.862284,-0.496984,6.025109,0.038286,0.315897,0.114385,0.044875,-0.065912,0.001614
3.261088,98.922586,-161.820790,6.740969,6.427344,2.109396,-7.635923,2.677108,1.892765,-0.560684,6.013661,0.039004,0.331891,0.111583,0.044040,-0.063224,0.001780
3.265263,108.295032,-155.504172,6.799750,6.342189,2.236312,-7.761396,2.864439,1.923247,-0.622613,6.002651,0.039215,0.347090,0.109414,0.042993,-0.060291,0.001899
3.269439,117.703649,-149.184133,6.616487,6.357414,2.363227,-7.886869,3.051771,1.953728,-0.684599,5.992058,0.038593,0.361538,0.105957,0.041929,-0.057150,0.002051
3.273614,125.927571,-141.127715,6.976688,6.217388,2.438976,-7.542824,2.804794,1.852030,-0.746144,5.970446,0.038823,0.344238,0.102359,0.041041,-0.053871,0.002101
3.277790,134.507851,-133.908306,6.794543,6.115575,2.783355,-7.574453,2.613694,1.821223,-0.806284,5.931036,0.037402,0.313823,0.098810,0.039691,-0.050412,0.002156
3.281965,141.683648,-125.702649,6.303114,6.255415,2.742629,-7.574077,2.671602,1.655308,-0.866182,5.935765,0.036359,0.319593,0.091057,0.037293,-0.046893,0.002255
3.286141,148.296243,-117.336743,6.648965,6.010421,2.865469,-7.543260,2.665965,1.820991,-0.924132,5.920151,0.036299,0.319083,0.087685,0.036467,-0.043242,0.002336
3.290317,154.840684,-108.137954,6.409407,6.198965,2.716975,-6.481348,2.609377,1.816046,-0.981699,5.886238,0.036101,0.356700,0.082385,0.034788,-0.039546,0.002436
3.294492,159.667234,-99.769177,6.833066,5.966143,2.074440,-6.794207,3.154868,2.066551,-1.037785,5.986851,0.036334,0.433162,0.080655,0.034826,-0.036190,0.002438
3.298668,164.076568,-91.066772,6.708944,5.894422,2.942633,-6.431841,2.633738,1.960766,-1.087157,5.854103,0.035384,0.357711,0.079082,0.034549,-0.032225,0.002508
3.302843,169.172952,-82.272676,6.624957,6.079950,2.702720,-6.547805,2.629431,1.762591,-1.143887,5.891721,0.035399,0.356007,0.073754,0.033403,-0.028722,0.002470
3.307019,172.462469,-73.792958,6.226729,5.897447,2.610855,-6.349518,2.613250,1.761469,-1.192816,5.893070,0.034143,0.365316,0.072641,0.032704,-0.024819,0.002618
3.311194,175.924470,-65.440409,6.529019,6.097204,2.128713,-6.963400,3.115081,2.013909,-1.246226,5.986507,0.035494,0.417031,0.068287,0.032120,-0.021222,0.002715
3.315370,178.676044,-56.529900,6.607276,6.317110,2.524200,-6.604137,2.739738,1.894308,-1.294615,5.918104,0.036256,0.374399,0.066046,0.031981,-0.017597,0.002764
3.319545,180.384869,-47.681243,6.461819,6.360172,2.847056,-6.472883,2.533272,1.870421,-1.342725,5.868809,0.036464,0.344785,0.060796,0.030914,-0.013815,0.002769
3.323721,182.546153,-38.925535,6.570852,6.308408,2.978175,-6.536295,2.588669,1.873581,-1.392342,5.855654,0.036152,0.345332,0.056349,0.029388,-0.010322,0.002762
3.327896,184.549193,-31.763779,6.808448,6.280936,2.803004,-7.444441,2.548696,1.867102,-1.437777,5.923080,0.035807,0.311050,0.051398,0.027532,-0.006784,0.002805
3.332072,185.408916,-23.768718,6.872758,6.325160,2.003528,-7.720870,3.094207,2.066946,-1.483519,6.029290,0.036183,0.381075,0.047729,0.026955,-0.003645,0.002849
3.336247,185.996298,-15.921157,6.849789,6.433384,2.896813,-7.335865,2.563481,1.925079,-1.523942,5.907097,0.036643,0.315318,0.044917,0.025998,-0.000245,0.002785
3.340423,186.166263,-7.912167,7.276715,6.269164,2.896813,-7.335865,2.563481,1.925079,-1.567652,5.907097,0.035784,0.315318,0.041513,0.025014,0.002618,0.002687
3.344598,186.615658,-1.251070,6.920618,6.036727,2.957783,-7.431726,2.633738,1.960766,-1.604437,5.904409,0.034547,0.319079,0.040129,0.024242,0.005716,0.002776
3.348774,185.704323,5.996789,6.652790,6.244863,3.030091,-7.456810,2.593296,1.964841,-1.644312,5.897215,0.035759,0.312315,0.036189,0.023330,0.008543,0.002686
3.352949,185.260860,12.666579,6.790146,6.080900,3.017535,-7.459050,2.583046,1.846853,-1.680783,5.898765,0.034725,0.309792,0.033747,0.022713,0.011327,0.002789
3.357125,184.862012,19.387072,6.911309,6.358227,3.103947,-7.349970,2.589097,1.907029,-1.716851,5.883597,0.036223,0.313073,0.030621,0.022102,0.014054,0.002717
3.361301,183.669477,25.456765,6.665491,6.255341,3.056302,-7.703861,2.605754,1.749927,-1.752374,5.905507,0.035496,0.302438,0.028470,0.020975,0.016430,0.002730
3.365476,182.549698,31.486292,6.650563,6.296760,3.051184,-7.281796,2.648287,1.851078,-1.783509,5.886395,0.035891,0.322365,0.026828,0.020496,0.018912,0.002812
3.369652,181.036558,37.148687,6.873307,6.546224,3.195275,-7.402779,2.587125,1.820009,-1.816257,5.875711,0.037244,0.307877,0.024949,0.019909,0.021138,0.002805
3.373827,179.422879,42.293774,6.591923,6.605785,3.204059,-7.437691,2.569277,1.776315,-1.845857,5.876423,0.037455,0.304017,0.022700,0.019246,0.023416,0.002715
3.378003,178.005970,47.671738,6.570814,6.440472,3.212844,-7.472602,2.551430,1.732620,-1.876397,5.877130,0.036581,0.300200,0.019477,0.017800,0.025458,0.002698
3.382178,176.584337,52.623210,6.598188,6.395644,3.390599,-7.328383,2.374811,1.953282,-1.904040,5.849848,0.036681,0.285593,0.017628,0.017034,0.027543,0.002614
3.386354,175.217713,58.426837,6.936156,6.146039,3.557030,-6.525769,2.410540,2.038332,-1.932525,5.784132,0.035906,0.313572,0.016098,0.016179,0.029270,0.002694
3.390529,173.532841,62.731444,6.966175,6.519077,3.047280,-6.465064,2.541298,1.860075,-1.956361,5.842723,0.037353,0.340229,0.015317,0.016041,0.030860,0.002692
3.394705,171.658240,66.360678,6.980217,6.562777,3.047280,-6.465064,2.541298,1.860075,-1.978510,5.842723,0.037679,0.340229,0.013996,0.015384,0.032611,0.002702
3.398880,169.660540,70.379918,6.996369,6.658465,2.930420,-6.564080,2.585124,1.905550,-2.003163,5.863302,0.038242,0.345705,0.011672,0.014182,0.034206,0.002655
3.403056,168.221498,73.967072,6.553953,6.672149,3.489744,-6.637146,2.413462,1.978674,-2.025852,5.799119,0.037974,0.310215,0.009572,0.012768,0.035645,0.002629
3.407231,166.373272,77.127560,6.594356,6.677564,3.560493,-6.754315,2.418505,1.905465,-2.046533,5.798059,0.038006,0.303410,0.007918,0.011573,0.036960,0.002592
3.411407,164.635474,80.168572,6.724264,6.599207,3.488305,-6.790477,2.377921,1.903429,-2.065639,5.808634,0.037838,0.299578,0.006890,0.010819,0.038120,0.002597
3.415582,163.437052,83.104819,6.744645,6.724741,3.597305,-6.693103,2.342038,1.867861,-2.082654,5.790017,0.038280,0.295383,0.005829,0.010010,0.039144,0.002547
3.419758,161.828653,85.550441,6.683122,6.606896,3.521359,-6.571770,2.340394,1.943808,-2.097816,5.791285,0.037871,0.302850,0.004754,0.008974,0.040117,0.002511
3.423933,160.519582,87.879517,6.507494,6.637242,3.250867,-6.721339,2.505142,1.843111,-2.112335,5.832692,0.037656,0.320609,0.003655,0.007833,0.041100,0.002510
3.428109,159.298779,90.334572,6.641693,6.666726,3.446829,-6.586705,2.295117,1.957989,-2.127149,5.801071,0.037979,0.299561,0.003053,0.007244,0.041830,0.002501
3.432284,158.212792,92.054470,6.946377,6.574415,3.446829,-6.586705,2.295117,1.957989,-2.138232,5.801071,0.038112,0.299561,0.002831,0.006958,0.042489,0.002468
3.436460,157.495491,93.667288,6.669687,6.608805,3.350275,-6.776299,2.284172,2.072319,-2.148307,5.824019,0.037847,0.296872,0.002248,0.006185,0.043078,0.002439
3.440636,156.791060,95.200548,6.862555,6.472928,3.350275,-6.776299,2.284172,2.072319,-2.157367,5.824019,0.037631,0.296872,0.001460,0.004983,0.043792,0.002473
3.444811,155.589053,96.480146,6.926700,6.598268,3.580145,-6.986762,2.363649,2.184293,-2.168427,5.809652,0.038444,0.296472,0.000785,0.003662,0.044351,0.002427
3.448987,154.677672,97.957707,6.707902,6.585402,3.681206,-6.754949,2.387178,2.059995,-2.177131,5.784217,0.037944,0.301102,0.000361,0.002474,0.044662,0.002431
3.453162,154.277957,98.772335,6.663074,6.672203,3.681206,-6.754949,2.387178,2.059995,-2.182010,5.784217,0.038144,0.301102,0.000180,0.001757,0.044894,0.002420
3.457338,153.539512,99.367156,6.429913,6.792325,3.521359,-6.571770,2.340394,1.943808,-2.185654,5.791285,0.038071,0.302850,0.000085,0.001201,0.045171,0.002383
3.461513,153.004860,99.969711,6.717977,6.505743,3.521359,-6.571770,2.340394,1.943808,-2.190015,5.791285,0.037593,0.302850,0.000026,0.000661,0.045208,0.002397
3.465689,152.913633,100.223212,6.819192,6.506281,3.415658,-6.459483,2.372457,2.005499,-2.190596,5.796778,0.037842,0.314397,0.000013,0.000466,0.045291,0.002404
3.469864,152.787155,100.428582,6.801095,6.558089,3.415658,-6.459483,2.372457,2.005499,-2.191906,5.796778,0.037984,0.314397,0.000000,0.000052,0.045372,0.002408
3.474040,152.843154,100.727520,6.814789,6.583501,3.320205,-6.558175,2.397561,2.042662,-2.193184,5.814534,0.038077,0.316914,0.000050,0.000913,0.045387,0.002382
3.478215,152.790825,100.752163,6.806248,6.465304,3.486609,-6.430274,2.413794,2.000581,-2.193421,5.786336,0.037681,0.318039,0.000248,0.002031,0.045368,0.002396
3.482391,152.965082,100.811790,6.711777,6.589531,3.486609,-6.430274,2.413794,2.000581,-2.193132,5.786336,0.037893,0.318039,0.000712,0.003478,0.045316,0.002402
3.486566,153.156752,100.484690,6.815766,6.518684,3.575462,-6.642170,2.422219,2.121581,-2.192298,5.789371,0.037969,0.312595,0.001329,0.004774,0.045003,0.002333
3.490742,153.445979,99.873552,6.487290,6.369996,3.415658,-6.459483,2.372457,2.005499,-2.187366,5.796778,0.036738,0.314397,0.001644,0.005173,0.044650,0.002390
3.494917,153.891807,98.646009,6.754859,6.388918,3.575462,-6.642170,2.422219,2.121581,-2.181820,5.789371,0.037496,0.312595,0.002087,0.005933,0.044137,0.002438
3.499093,154.810599,97.489253,6.420811,6.711279,3.575462,-6.642170,2.422219,2.121581,-2.173789,5.789371,0.038027,0.312595,0.002646,0.006675,0.043606,0.002489
3.503268,155.452843,96.092700,6.854374,6.663395,3.575462,-6.642170,2.422219,2.121581,-2.165530,5.789371,0.038618,0.312595,0.003699,0.007935,0.043130,0.002400
3.507444,156.502037,95.170315,6.559913,6.377764,3.575462,-6.642170,2.422219,2.121581,-2.158171,5.789371,0.037045,0.312595,0.004475,0.008557,0.042440,0.002493
3.511620,157.643125,93.583641,6.730933,6.636165,3.575462,-6.642170,2.422219,2.121581,-2.147545,5.789371,0.038210,0.312595,0.005124,0.009237,0.041653,0.002443
3.515795,158.740468,92.083234,6.627200,6.445716,3.172983,-6.481583,2.546179,1.968587,-2.135543,5.827942,0.037166,0.338829,0.005774,0.009693,0.040694,0.002505
3.519971,160.203160,89.699053,6.417456,6.680622,3.486609,-6.430274,2.413794,2.000581,-2.121008,5.786336,0.037758,0.318039,0.006522,0.010358,0.039951,0.002472
3.524146,161.492774,87.918312,6.570923,6.466906,3.521359,-6.571770,2.340394,1.943808,-2.109852,5.791285,0.037007,0.302850,0.008004,0.011364,0.038925,0.002501
3.528322,162.776903,85.370617,6.725565,6.429250,3.418848,-6.669985,2.372071,1.980030,-2.094561,5.809531,0.037117,0.306335,0.009618,0.012432,0.037864,0.002509
3.532497,163.908575,82.823892,6.733061,6.365277,3.176013,-6.681560,2.545784,1.942516,-2.078891,5.839460,0.036894,0.330604,0.010655,0.013015,0.036729,0.002543
3.536673,165.715363,80.204553,6.807916,6.407101,3.418848,-6.669985,2.372071,1.980030,-2.062270,5.809531,0.037056,0.306335,0.011882,0.013813,0.035449,0.002552
3.540848,166.858558,76.950282,6.635247,6.385742,3.418848,-6.669985,2.372071,1.980030,-2.043703,5.809531,0.036833,0.306335,0.013687,0.014775,0.033935,0.002567
3.545024,168.776125,73.458719,6.655851,6.332243,3.195575,-6.767781,2.570227,2.021307,-2.021981,5.842045,0.036646,0.331258,0.015745,0.015670,0.032676,0.002570
3.549199,170.154792,70.069490,6.778638,6.186323,3.595188,-6.981494,2.436439,2.181075,-2.004081,5.807642,0.036386,0.303736,0.018647,0.017244,0.031094,0.002626
3.553375,171.948296,66.326274,6.710681,6.368327,3.787777,-6.960255,2.415170,2.005059,-1.981790,5.784805,0.036805,0.293765,0.020835,0.018287,0.029257,0.002643
3.557550,173.498275,62.237424,6.537873,6.410055,3.670148,-6.657404,2.381907,1.868792,-1.956184,5.779354,0.036653,0.298958,0.022129,0.018719,0.027402,0.002617
3.561726,174.683900,57.673292,6.393013,6.254241,3.670148,-6.657404,2.381907,1.868792,-1.930595,5.779354,0.035929,0.298958,0.024093,0.019543,0.025454,0.002743
3.565901,176.626229,53.237205,6.318390,6.542967,3.627659,-6.635057,2.413462,1.978674,-1.903979,5.782847,0.037298,0.306880,0.026524,0.020647,0.023320,0.002736
3.570077,178.255088,48.210172,6.320556,6.446247,3.627659,-6.635057,2.413462,1.978674,-1.875111,5.782847,0.036851,0.306880,0.028997,0.021449,0.021230,0.002746
3.574252,179.752074,43.303080,6.612127,6.387462,3.627659,-6.635057,2.413462,1.978674,-1.847084,5.782847,0.036674,0.306880,0.031776,0.022504,0.018904,0.002807
3.578428,180.972034,37.771494,6.461722,6.495311,3.627659,-6.635057,2.413462,1.978674,-1.816149,5.782847,0.037176,0.306880,0.033961,0.022902,0.016445,0.002770
3.582604,182.606498,32.256703,6.556602,6.344036,3.659003,-6.427662,2.376097,2.000010,-1.783697,5.765676,0.036413,0.309589,0.035769,0.023381,0.013886,0.002794
3.586779,183.343168,26.153819,6.264583,6.355207,3.659003,-6.427662,2.376097,2.000010,-1.750174,5.765676,0.036490,0.309589,0.039671,0.024905,0.011266,0.002829
3.590955,184.764032,20.066253,6.483813,6.414983,3.659003,-6.427662,2.376097,2.000010,-1.716056,5.765676,0.036734,0.309589,0.042633,0.025287,0.008525,0.002706
3.595130,185.065466,13.625100,6.643977,6.065855,3.642373,-6.368318,2.393019,1.964780,-1.680557,5.763645,0.034981,0.312810,0.046663,0.026237,0.005734,0.002766
3.599306,185.702541,6.833962,6.373672,6.186444,3.277516,-6.642517,2.588605,2.045355,-1.644536,5.824820,0.035632,0.336378,0.049343,0.027086,0.002479,0.002829
3.603481,186.432925,-0.622701,6.813036,6.369816,3.089407,-6.466180,2.548809,1.978454,-1.602657,5.837472,0.036365,0.342277,0.051447,0.027793,-0.000437,0.002692
3.607657,186.190381,-7.371381,6.587761,6.032860,2.957710,-6.343600,2.519636,1.939716,-1.565187,5.846900,0.034584,0.346647,0.057075,0.028750,-0.003847,0.002785
3.611832,185.838123,-15.261130,6.497605,6.284833,2.866929,-6.206558,2.528272,1.886557,-1.521350,5.850464,0.035825,0.355105,0.060948,0.030296,-0.006990,0.002714
3.616008,185.952858,-22.845237,6.439149,6.130212,2.957710,-6.343600,2.519636,1.939716,-1.480864,5.846900,0.035016,0.346647,0.064659,0.031006,-0.010436,0.002729
3.620183,184.443283,-30.785322,6.715517,6.156958,3.002548,-6.234136,2.613732,1.972844,-1.436301,5.834341,0.035388,0.362109,0.065397,0.031004,-0.014154,0.002690
3.624359,183.632175,-39.284620,6.374550,6.145190,3.548756,-5.979678,2.323149,1.878313,-1.387921,5.747582,0.035154,0.318677,0.068646,0.031944,-0.017747,0.002720
3.628534,181.318841,-48.072653,6.900402,6.205183,2.996314,-6.309649,2.574675,2.026871,-1.340743,5.839836,0.035894,0.355473,0.073902,0.034006,-0.021217,0.002684
3.632710,178.894333,-56.200994,6.730164,6.214521,2.816844,-6.310643,2.538202,1.930592,-1.294690,5.863359,0.035850,0.354190,0.080719,0.035970,-0.024715,0.002586
3.636885,176.141535,-64.497467,6.526604,6.056994,2.718972,-6.420272,2.519432,1.873455,-1.247647,5.882588,0.035045,0.348850,0.084096,0.036591,-0.028685,0.002590
3.641061,173.462655,-73.817793,6.552734,6.178988,2.941975,-6.207932,2.593615,1.977512,-1.193319,5.840630,0.035798,0.362757,0.084658,0.036710,-0.032417,0.002632
3.645236,169.509835,-82.378019,6.822105,6.386757,3.266515,-6.211087,2.814041,1.939589,-1.141173,5.799020,0.037199,0.377503,0.090200,0.038626,-0.036240,0.002630
3.649412,164.886326,-91.259863,6.489819,6.699066,3.289410,-6.233299,2.764358,1.856010,-1.086437,5.797612,0.038191,0.368011,0.095746,0.040429,-0.039779,0.002559
