# time (s), x1 (pixels), y1 (pixels), x1 error (pixels), y1 error (pixels), x2 (pixels), y2 (pixels), x2 error (pixels), y2 error (pixels), angle1 (the smaller arm) (rad), angle2 (the larger arm) (rad), angle1 error (rad), angle2 error (rad), kinetic energy (J), kinetic energy error (J), potential energy (J), potential energy error (J)
2.542972,-66.833409,-216.143652,6.417378,6.939499,-5.512959,-45.584678,3.648417,2.550168,0.345136,0.120354,0.040736,0.079164,0.045550,0.029593,-0.074209,0.000957
2.547148,-60.340836,-218.222551,6.337536,6.830716,-5.820560,-45.728095,3.793716,2.625058,0.306134,0.126605,0.040795,0.081956,0.046367,0.029698,-0.075037,0.000825
2.551323,-54.005615,-219.890845,6.297209,6.682040,-6.094174,-45.830937,3.514771,2.626245,0.268606,0.132195,0.039934,0.075729,0.046340,0.029362,-0.075799,0.000709
2.555499,-46.768442,-221.803631,6.239249,6.983311,-5.796090,-45.884708,3.676167,2.594524,0.228825,0.125653,0.040152,0.079172,0.046983,0.029894,-0.076464,0.000578
2.559675,-39.691364,-223.562222,6.336276,6.848476,-5.949947,-45.699344,3.453570,2.544292,0.187477,0.129469,0.039879,0.074653,0.045419,0.029213,-0.076969,0.000456
2.563850,-32.141233,-224.695771,6.147861,6.525760,-5.280368,-45.321593,3.718008,2.224489,0.148643,0.115986,0.039578,0.081134,0.046361,0.029384,-0.077352,0.000338
2.568026,-25.159819,-225.250775,6.320669,6.781848,-5.115950,-44.797178,3.329705,1.996262,0.110621,0.113710,0.039343,0.073543,0.044730,0.028586,-0.077649,0.000213
2.572202,-17.511551,-225.677296,6.271689,6.757449,-5.265959,-45.281111,3.733695,2.199222,0.067778,0.115775,0.040363,0.081546,0.043548,0.028236,-0.077788,0.000099
2.576377,-10.806719,-226.109816,6.193915,6.836821,-5.050158,-45.226733,3.688187,2.253646,0.031814,0.111202,0.039833,0.080732,0.045479,0.028646,-0.077824,0.000031
2.580553,-3.328417,-226.172085,6.243899,6.686200,-5.143505,-45.376904,3.608657,2.249016,-0.010039,0.112869,0.039887,0.078713,0.046023,0.029093,-0.077749,0.000136
2.584728,4.064230,-225.930537,6.366834,6.737053,-4.105623,-44.714316,3.047741,2.088147,-0.045053,0.091562,0.038912,0.067724,0.047142,0.028810,-0.077542,0.000256
2.588904,11.352931,-225.387399,6.238387,6.804042,-4.172758,-44.740839,3.079988,2.094985,-0.085734,0.092996,0.038378,0.068384,0.046956,0.028947,-0.077206,0.000376
2.593080,18.676911,-224.428398,6.192780,6.879259,-4.172105,-44.744601,3.117433,2.255661,-0.126484,0.092974,0.038305,0.069228,0.045519,0.027953,-0.076750,0.000509
2.597255,25.805153,-223.362548,6.436253,6.795494,-4.196583,-44.953028,3.088983,2.147908,-0.166603,0.093085,0.039459,0.068265,0.045418,0.028640,-0.076207,0.000603
2.601431,32.911351,-222.209492,6.220442,6.828504,-3.918553,-44.570827,3.013302,2.138840,-0.204434,0.087692,0.038156,0.067219,0.044763,0.028244,-0.075481,0.000753
2.605607,39.947354,-220.140585,6.498087,6.526114,-4.127284,-44.726796,3.095386,2.199737,-0.246165,0.092017,0.039696,0.068770,0.044669,0.028680,-0.074730,0.000810
2.609782,46.830571,-218.031264,6.083883,6.865796,-3.685421,-44.363711,2.809246,2.082556,-0.283067,0.082883,0.037261,0.063008,0.044244,0.027666,-0.073794,0.000976
2.613958,53.602792,-216.302094,6.481883,6.903786,-3.994126,-44.439498,3.020080,2.069302,-0.323370,0.089637,0.039483,0.067542,0.044218,0.028461,-0.072828,0.001075
2.618134,59.795693,-213.668429,6.442625,6.556041,-3.980793,-44.439324,3.014493,2.069229,-0.360405,0.089340,0.039170,0.067421,0.044404,0.028523,-0.071626,0.001216
2.622309,66.642479,-211.144756,6.573276,6.678433,-4.162289,-44.561199,3.100948,2.120688,-0.401905,0.093136,0.039936,0.069127,0.041163,0.027526,-0.070504,0.001273
2.626485,72.906879,-208.334330,6.393341,6.709171,-3.698663,-44.472853,2.778240,2.137396,-0.437313,0.082976,0.038608,0.062168,0.040657,0.027180,-0.069090,0.001416
2.630661,79.069725,-204.997329,6.584510,6.518720,-4.264338,-44.303316,3.011727,2.022494,-0.478408,0.095958,0.039524,0.067496,0.037090,0.025937,-0.067695,0.001514
2.634836,84.994037,-201.839518,6.505733,6.528581,-4.194300,-44.607873,3.095337,2.147365,-0.515984,0.093750,0.039417,0.068928,0.034966,0.025233,-0.066382,0.001595
2.639012,90.598933,-198.697136,6.520761,6.633890,-3.793793,-44.463543,2.920500,2.142274,-0.549205,0.085118,0.039253,0.065336,0.032851,0.024364,-0.064786,0.001715
2.643188,96.004015,-195.067305,6.629908,6.496388,-4.145819,-44.622242,3.122025,2.176331,-0.587326,0.092643,0.039756,0.069512,0.030975,0.023680,-0.063343,0.001748
2.647363,101.109225,-191.619429,6.540413,6.428791,-4.036335,-44.331022,2.787093,2.097744,-0.619978,0.090800,0.038649,0.062499,0.029818,0.022811,-0.061833,0.001855
2.651539,106.384494,-188.603980,6.646398,6.558864,-3.739591,-44.529505,2.865663,2.179636,-0.652625,0.083783,0.039259,0.064034,0.030246,0.022877,-0.060354,0.001905
2.655715,110.609438,-185.010794,6.562231,6.438152,-3.820458,-44.463892,2.919885,2.142266,-0.683325,0.085712,0.038771,0.065317,0.029214,0.022594,-0.058636,0.001984
2.659890,115.208512,-181.187384,6.513831,6.359307,-3.935348,-44.677199,3.105207,2.300462,-0.717573,0.087857,0.038764,0.069115,0.026715,0.021560,-0.057136,0.002005
2.664066,119.117410,-177.427301,6.537463,6.220302,-4.028537,-44.284698,2.875905,2.088777,-0.746412,0.090719,0.037938,0.064549,0.025544,0.020863,-0.055272,0.002042
2.668242,123.190551,-173.034024,6.325931,6.098478,-4.308647,-44.419653,3.045392,2.125217,-0.781044,0.096696,0.037260,0.068076,0.022483,0.019416,-0.053731,0.002160
2.672417,126.502137,-169.252033,6.893192,5.978214,-4.308647,-44.419653,3.045392,2.125217,-0.808780,0.096696,0.038371,0.068076,0.020765,0.018831,-0.052134,0.002202
2.676593,130.251850,-165.819555,6.726656,6.123676,-4.417689,-44.322266,3.061819,2.169037,-0.836774,0.099344,0.038109,0.068572,0.018392,0.017764,-0.050446,0.002262
2.680768,133.442921,-161.947073,6.716494,6.110575,-4.594333,-44.452403,3.063351,2.388884,-0.865617,0.102988,0.038163,0.068406,0.016224,0.016556,-0.048951,0.002287
2.684944,136.434827,-158.554943,6.554511,6.160891,-4.693457,-44.378614,3.137689,2.319188,-0.890576,0.105368,0.037799,0.070134,0.015807,0.016354,-0.047489,0.002325
2.689120,139.470368,-155.044648,6.699361,6.140370,-4.410225,-44.231085,3.009890,2.231474,-0.914506,0.099380,0.037700,0.067563,0.015311,0.015998,-0.046085,0.002396
2.693295,141.664770,-151.702003,6.785485,6.145506,-4.127981,-44.570152,3.183914,2.332705,-0.937080,0.092354,0.038197,0.070991,0.014065,0.015272,-0.044662,0.002383
2.697471,144.034466,-148.331853,6.667651,6.099927,-4.543715,-44.220012,3.087548,2.207839,-0.959587,0.102393,0.037386,0.069279,0.012486,0.014336,-0.043111,0.002465
2.701647,146.636592,-144.878372,6.612720,6.258462,-4.127981,-44.570152,3.183914,2.332705,-0.983720,0.092354,0.038040,0.070991,0.010559,0.013173,-0.041720,0.002450
2.705822,148.523602,-141.541468,6.633574,6.159434,-4.451836,-44.403035,3.129454,2.103362,-1.005043,0.099926,0.037285,0.069935,0.008996,0.012160,-0.040496,0.002447
2.709998,150.736053,-138.960476,6.885590,5.976535,-4.451836,-44.403035,3.129454,2.103362,-1.023560,0.099926,0.036816,0.069935,0.007517,0.011086,-0.039233,0.002502
2.714174,152.261768,-135.745829,6.742225,6.133359,-4.543715,-44.220012,3.087548,2.207839,-1.042456,0.102393,0.037221,0.069279,0.006228,0.010099,-0.038072,0.002484
2.718349,153.625121,-133.086406,6.731560,5.950451,-4.620319,-44.330781,3.095145,2.292371,-1.059644,0.103849,0.036588,0.069275,0.005399,0.009347,-0.037079,0.002575
2.722525,155.397133,-130.870427,6.774182,6.207884,-4.698561,-44.117381,3.054073,2.445918,-1.074207,0.106101,0.037629,0.068698,0.004711,0.008757,-0.036174,0.002583
2.726701,156.668456,-129.636530,6.837518,6.135902,-4.587634,-44.984698,3.065835,2.511948,-1.087386,0.101631,0.037479,0.067686,0.003929,0.007984,-0.035219,0.002592
2.730876,157.467466,-127.256296,6.950217,6.124009,-4.614368,-45.006720,3.047628,2.364507,-1.101201,0.102169,0.037341,0.067222,0.003202,0.007138,-0.034347,0.002598
2.735052,158.558884,-125.255772,6.926440,6.113587,-4.614368,-45.006720,3.047628,2.364507,-1.113728,0.102169,0.037198,0.067222,0.002429,0.006228,-0.033611,0.002563
2.739228,159.082092,-123.366751,6.797835,5.982709,-4.431313,-45.074035,3.093860,2.300840,-1.124240,0.097997,0.036517,0.068164,0.001610,0.005092,-0.032954,0.002588
2.743403,159.738630,-121.804745,6.862940,6.020575,-4.431313,-45.074035,3.093860,2.300840,-1.133579,0.097997,0.036709,0.068164,0.001146,0.004291,-0.032260,0.002545
2.747579,160.591242,-120.238380,6.967958,5.824442,-4.431313,-45.074035,3.093860,2.300840,-1.143395,0.097997,0.035937,0.068164,0.000665,0.003239,-0.031827,0.002600
2.751755,161.231714,-119.312054,6.766695,6.052590,-4.431313,-45.074035,3.093860,2.300840,-1.149501,0.097997,0.036612,0.068164,0.000423,0.002614,-0.031573,0.002664
2.755930,161.707072,-118.812998,6.811496,6.257672,-4.431313,-45.074035,3.093860,2.300840,-1.153076,0.097997,0.037454,0.068164,0.000243,0.002000,-0.031087,0.002648
2.760106,161.805295,-116.576815,6.756492,6.154704,-4.348839,-44.182573,3.096106,2.339855,-1.159893,0.098113,0.037116,0.069595,0.000055,0.000948,-0.030945,0.002643
2.764282,162.176241,-116.576440,6.775664,6.171598,-4.547154,-44.329823,3.055307,2.291849,-1.161889,0.102218,0.037010,0.068406,0.000014,0.000474,-0.030794,0.002660
2.768457,162.543250,-116.374734,6.850317,6.224840,-4.618472,-44.356806,3.003990,2.292731,-1.164000,0.103747,0.037212,0.067208,0.000003,0.000212,-0.030694,0.002663
2.772633,162.553777,-116.330879,6.919000,6.219411,-4.460931,-44.652700,3.095215,2.230835,-1.165397,0.099572,0.037238,0.068810,0.000099,0.001274,-0.030728,0.002684
2.776808,162.613561,-116.410592,6.933989,6.248448,-4.312424,-44.676792,3.124307,2.313651,-1.164923,0.096227,0.037529,0.069463,0.000301,0.002228,-0.030732,0.002627
2.780984,162.669868,-116.556546,6.950274,6.123023,-4.403439,-44.749084,3.106789,2.166336,-1.164870,0.098087,0.036742,0.068923,0.000864,0.003720,-0.030882,0.002589
2.785160,162.442547,-116.961769,6.944500,6.021634,-4.368350,-44.850681,3.133055,2.091618,-1.162765,0.097091,0.036241,0.069345,0.001346,0.004585,-0.031276,0.002674
2.789335,162.154480,-118.070550,6.724741,6.308628,-4.439896,-44.959892,3.230867,2.244180,-1.157250,0.098433,0.037515,0.071334,0.001630,0.005150,-0.031591,0.002660
2.793511,161.434571,-118.894642,6.727916,6.162144,-4.103605,-45.370596,3.275424,2.432936,-1.152817,0.090201,0.037397,0.071768,0.002129,0.005915,-0.032300,0.002613
2.797687,161.099087,-120.471621,6.925209,6.106769,-4.439896,-44.959892,3.230867,2.244180,-1.142834,0.098433,0.036908,0.071334,0.003016,0.006966,-0.032768,0.002546
2.801862,160.592218,-121.464299,6.894530,5.875008,-4.519917,-44.822025,3.207936,2.330440,-1.136210,0.100502,0.036072,0.071040,0.004323,0.008292,-0.033318,0.002595
2.806038,159.717147,-122.870932,6.623612,6.082271,-4.601188,-45.034022,3.088583,2.470917,-1.128413,0.101818,0.036890,0.068101,0.005529,0.009531,-0.034080,0.002617
2.810214,158.841609,-124.555731,6.884270,6.086775,-4.334614,-45.077562,3.088027,2.539666,-1.117546,0.095864,0.037398,0.068089,0.006112,0.010089,-0.035186,0.002567
2.814389,157.641874,-126.765152,6.651732,6.117088,-4.312424,-44.676792,3.124307,2.313651,-1.101675,0.096227,0.036974,0.069463,0.007099,0.010761,-0.036067,0.002566
2.818565,156.745817,-129.086512,6.907028,6.066506,-4.391423,-44.818069,3.118849,2.401041,-1.088949,0.097672,0.037201,0.069123,0.007890,0.011323,-0.037076,0.002579
2.822741,155.006576,-131.234253,6.817013,6.156462,-4.332588,-44.902088,3.113649,2.444557,-1.074260,0.096192,0.037695,0.068900,0.009279,0.012377,-0.038094,0.002565
2.826916,153.530615,-133.708333,6.750813,6.148756,-4.438231,-45.039753,3.137067,2.528233,-1.059316,0.098223,0.037799,0.069198,0.010320,0.013022,-0.039466,0.002494
2.831092,152.218653,-136.699468,6.463298,6.199622,-4.350718,-44.582221,3.146370,2.252101,-1.038989,0.097281,0.037176,0.070079,0.011426,0.013629,-0.040410,0.002448
2.835268,150.902758,-138.891482,6.913496,5.926745,-4.484107,-44.487547,3.107860,2.226856,-1.024850,0.100455,0.036800,0.069337,0.013298,0.014686,-0.041863,0.002434
2.839443,149.242004,-142.521030,6.884316,5.980169,-4.332643,-44.531228,3.133481,2.288269,-1.002861,0.096989,0.037104,0.069882,0.014518,0.015533,-0.043097,0.002389
2.843619,146.749790,-144.945558,6.705553,5.955305,-4.547154,-44.329823,3.055307,2.291849,-0.983933,0.102218,0.036871,0.068406,0.015618,0.016064,-0.044564,0.002370
2.847795,144.333432,-148.312228,6.554849,6.077258,-4.547154,-44.329823,3.055307,2.291849,-0.961126,0.102218,0.037145,0.068406,0.016990,0.016965,-0.045926,0.002342
2.851970,142.097983,-151.297790,6.567004,6.039326,-4.450067,-44.183488,3.062906,2.383210,-0.939621,0.100379,0.037266,0.068837,0.018643,0.017972,-0.047516,0.002351
2.856146,139.395379,-155.068919,6.790824,6.149549,-4.450067,-44.183488,3.062906,2.383210,-0.914075,0.100379,0.038134,0.068837,0.020079,0.018750,-0.048837,0.002291
2.860322,137.048624,-158.466149,6.603977,6.107007,-4.579550,-44.325142,3.137367,2.447009,-0.892456,0.102952,0.037805,0.070260,0.022436,0.019719,-0.050501,0.002296
2.864497,133.799669,-162.335429,6.812068,6.243226,-4.579550,-44.325142,3.137367,2.447009,-0.864677,0.102952,0.038770,0.070260,0.022977,0.020196,-0.052027,0.002273
2.868673,130.512570,-165.710334,6.730661,6.440653,-4.518646,-44.337341,3.104540,2.457688,-0.838616,0.101564,0.039270,0.069526,0.024566,0.020886,-0.053627,0.002190
2.872848,126.909868,-169.132521,6.534456,6.376748,-4.494017,-44.196632,3.104475,2.535375,-0.810625,0.101334,0.038835,0.069763,0.026634,0.021817,-0.055237,0.002114
2.877024,123.666977,-173.897121,6.545264,6.341886,-4.263442,-45.011589,3.045733,2.376834,-0.781679,0.094437,0.038553,0.067247,0.028978,0.022745,-0.056750,0.002060
2.881200,119.792789,-177.786217,6.450551,6.418625,-4.543501,-45.301498,3.106220,2.466737,-0.753681,0.099960,0.038683,0.068100,0.033218,0.024288,-0.058361,0.001971
2.885375,115.681024,-181.570516,6.353263,6.341487,-4.543501,-45.301498,3.106220,2.466737,-0.722926,0.099960,0.038279,0.068100,0.035483,0.025320,-0.060034,0.001942
2.889551,110.798288,-184.961266,6.562198,6.414217,-4.538633,-45.159785,3.144586,2.386310,-0.689803,0.100165,0.039200,0.069136,0.035157,0.025296,-0.061628,0.001861
2.893727,106.504897,-187.801293,6.534927,6.531150,-4.375785,-44.032611,3.073780,2.279131,-0.656959,0.099051,0.039159,0.069312,0.034619,0.025091,-0.063388,0.001756
2.897902,101.199769,-191.738191,6.333421,6.513788,-4.041892,-44.008875,3.246233,2.348835,-0.618997,0.091586,0.038883,0.073307,0.035193,0.025229,-0.064887,0.001719
2.902078,96.492235,-195.391695,6.451615,6.613147,-3.656310,-44.175417,3.566724,2.237305,-0.584964,0.082580,0.040001,0.080299,0.037787,0.026272,-0.066217,0.001601
2.906254,91.132676,-199.068806,6.452717,6.683688,-4.381108,-44.417899,3.089079,2.111971,-0.553267,0.098316,0.039140,0.069032,0.041197,0.027050,-0.067593,0.001521
2.910429,85.276379,-202.070333,6.474656,6.754351,-4.704076,-44.419661,3.054104,2.329602,-0.518641,0.105508,0.039419,0.068215,0.041281,0.027394,-0.069048,0.001404
2.914605,79.595898,-205.310234,6.499456,6.450262,-4.134828,-44.315930,2.995259,2.314531,-0.479586,0.093034,0.039087,0.067179,0.041782,0.027335,-0.070312,0.001293
2.918781,73.578327,-208.323808,6.319505,6.764882,-4.083862,-44.675566,3.010053,2.191351,-0.443096,0.091158,0.038756,0.066965,0.042916,0.027628,-0.071552,0.001171
2.922956,67.267852,-211.312972,6.300594,6.878730,-4.109153,-44.506652,2.812828,1.971635,-0.404327,0.092066,0.038251,0.062797,0.044810,0.027844,-0.072578,0.001105
2.927132,61.073989,-213.709630,6.506865,6.572830,-4.400675,-44.585817,3.013314,1.970942,-0.369372,0.098383,0.039322,0.067072,0.047899,0.028991,-0.073668,0.000971
2.931308,54.260736,-216.242252,6.308017,6.688279,-4.148872,-44.841560,3.037772,2.064274,-0.328436,0.092260,0.038664,0.067302,0.048961,0.029135,-0.074568,0.000870
2.935483,47.602810,-218.385205,6.376532,6.864306,-4.241258,-44.928440,3.019422,2.021706,-0.290436,0.094121,0.039017,0.066744,0.049508,0.029577,-0.075427,0.000726
2.939659,40.724216,-219.929238,6.215592,6.723610,-3.882470,-44.528837,2.862254,1.843769,-0.249034,0.086970,0.037853,0.063894,0.048122,0.028445,-0.076154,0.000608
2.943835,33.560496,-221.834927,6.260963,6.700603,-3.751105,-44.825066,2.784034,1.922720,-0.207747,0.083489,0.037906,0.061780,0.047891,0.028133,-0.076755,0.000488
2.948010,26.402432,-223.486084,6.234813,6.678899,-3.545142,-44.989606,2.839800,1.991771,-0.166229,0.078637,0.037871,0.062827,0.047603,0.028594,-0.077199,0.000382
2.952186,19.516086,-224.680947,6.422162,6.723573,-3.467160,-44.896109,2.844250,2.040907,-0.127148,0.077073,0.038753,0.063073,0.047981,0.028941,-0.077530,0.000254
2.956362,12.257345,-225.924258,6.187519,6.845985,-3.640890,-44.675967,2.786669,1.838530,-0.087491,0.081316,0.037311,0.062053,0.046756,0.027934,-0.077746,0.000131
2.960537,4.889208,-226.874571,6.080356,7.141118,-3.451036,-44.907250,2.820514,1.960497,-0.045802,0.076697,0.036804,0.062528,0.044325,0.027371,-0.077826,0.000019
2.964713,-2.333768,-226.642613,6.440124,7.040622,-3.457694,-44.672492,2.802142,2.204612,-0.006176,0.077247,0.038595,0.062468,0.045156,0.028075,-0.077783,0.000101
2.968888,-9.583272,-226.357424,6.361416,6.820894,-3.467160,-44.896109,2.844250,2.040907,0.033692,0.077073,0.038380,0.063073,0.045621,0.028350,-0.077628,0.000211
2.973064,-16.972501,-226.360570,6.164743,7.076692,-3.944639,-44.949069,3.058059,2.055065,0.071691,0.087534,0.037850,0.067631,0.045669,0.028325,-0.077367,0.000327
2.977240,-23.685100,-225.466922,6.320119,6.720441,-3.948191,-44.892269,3.077475,2.007279,0.108868,0.087722,0.038697,0.068138,0.046154,0.028936,-0.076934,0.000450
2.981415,-31.344193,-224.236716,6.203238,7.031735,-3.886420,-44.631190,3.103206,2.164998,0.151704,0.086859,0.038230,0.069134,0.044258,0.028167,-0.076424,0.000576
2.985591,-38.729150,-223.633782,6.346143,6.882851,-4.363868,-45.137275,3.209814,2.276095,0.190199,0.096380,0.039151,0.070619,0.044850,0.028383,-0.075820,0.000687
2.989767,-45.487370,-221.855878,6.273062,6.915126,-4.673701,-45.670819,3.226001,2.629332,0.227637,0.101980,0.039104,0.070147,0.043492,0.028251,-0.075038,0.000825
2.993942,-52.205289,-219.937200,6.553615,6.839462,-4.024614,-44.871163,3.128156,2.004310,0.268565,0.089453,0.039942,0.069272,0.040860,0.027812,-0.074210,0.000924
2.998118,-58.730857,-218.038725,6.469370,6.773459,-3.937871,-44.662114,3.086929,2.160625,0.306102,0.087943,0.039393,0.068715,0.039534,0.027055,-0.073221,0.001021
3.002294,-65.822559,-216.048916,6.325338,6.875525,-3.999502,-44.448197,3.082111,2.276643,0.345797,0.089740,0.038708,0.068936,0.037288,0.026167,-0.072253,0.001150
3.006469,-72.102877,-213.877123,6.417073,6.809846,-4.706670,-45.522259,3.258849,2.659269,0.380784,0.103027,0.039775,0.071082,0.035629,0.025669,-0.071153,0.001272
3.010645,-78.120979,-211.209100,6.520658,6.936909,-4.649477,-45.427384,3.257516,2.718457,0.417170,0.101994,0.040345,0.071223,0.034655,0.025512,-0.069965,0.001357
3.014821,-84.202793,-208.654889,6.628962,6.801268,-4.111483,-44.266986,3.111638,2.032966,0.453363,0.092614,0.039814,0.069820,0.032934,0.025064,-0.068774,0.001456
3.018996,-89.816480,-205.770363,6.761662,6.525053,-4.187944,-44.126736,3.086530,2.121706,0.487153,0.094624,0.039970,0.069470,0.032754,0.024851,-0.067559,0.001510
3.023172,-95.095729,-202.826040,6.358024,6.691761,-4.586980,-44.568435,3.220090,2.402651,0.519507,0.102559,0.039069,0.071704,0.031243,0.023952,-0.066129,0.001626
3.027348,-100.770007,-199.564427,6.513900,6.487953,-4.929898,-45.126139,3.188761,2.796815,0.555409,0.108816,0.039618,0.070150,0.029463,0.023472,-0.064837,0.001755
3.031523,-105.730338,-196.947877,6.848932,6.789430,-4.636401,-44.693177,3.209924,2.335027,0.586140,0.103369,0.040755,0.071259,0.028821,0.023436,-0.063328,0.001807
3.035699,-110.762284,-193.329420,6.445059,6.861087,-4.869511,-45.096904,3.232160,2.798697,0.620305,0.107562,0.039953,0.071154,0.026740,0.022225,-0.061974,0.001864
3.039875,-115.263607,-190.323054,6.594785,6.685549,-4.636401,-44.693177,3.209924,2.335027,0.649646,0.103369,0.039604,0.071259,0.025039,0.021403,-0.060439,0.001949
3.044050,-120.100644,-187.090431,6.622314,6.762518,-4.591166,-44.715058,3.263788,2.301357,0.681595,0.102318,0.039756,0.072418,0.022759,0.020376,-0.058933,0.002020
3.048226,-124.118947,-183.457571,6.641574,6.780405,-4.615615,-44.911490,3.199414,2.206976,0.711737,0.102412,0.039734,0.070671,0.021066,0.019625,-0.057487,0.002050
3.052402,-127.944832,-180.005825,6.561903,6.600106,-4.605975,-44.856176,3.182736,2.252578,0.739738,0.102325,0.039076,0.070399,0.019699,0.018798,-0.056079,0.002108
3.056577,-131.720247,-176.969297,6.585526,6.634984,-4.590767,-44.859238,3.209349,2.167516,0.766188,0.101982,0.039062,0.070970,0.018814,0.018310,-0.054601,0.002151
3.060753,-135.044964,-173.277771,6.633930,6.488887,-4.684939,-44.937973,3.185117,2.133116,0.793207,0.103878,0.038787,0.070287,0.016583,0.017180,-0.053178,0.002224
3.064928,-138.574231,-170.232744,6.641420,6.677027,-4.684939,-44.937973,3.185117,2.133116,0.818546,0.103878,0.039145,0.070287,0.015596,0.016646,-0.051791,0.002253
3.069104,-141.600950,-167.029722,6.762311,6.460497,-4.709245,-44.990539,3.174373,2.172673,0.842696,0.104292,0.038787,0.069971,0.013989,0.015730,-0.050325,0.002294
3.073280,-144.379698,-163.560076,6.585232,6.550658,-4.578033,-45.053867,3.192006,2.189537,0.867654,0.101265,0.038641,0.070295,0.012906,0.015241,-0.049160,0.002341
3.077455,-146.956369,-161.001200,6.597547,6.667344,-4.606680,-45.018374,3.182348,2.093513,0.887112,0.101974,0.038801,0.070116,0.012260,0.014834,-0.047689,0.002363
3.081631,-149.484553,-157.736070,6.688217,6.455976,-4.400906,-45.241759,3.221259,2.194490,0.911252,0.096970,0.038412,0.070688,0.010793,0.013894,-0.046546,0.002413
3.085807,-151.760070,-155.027356,6.807304,6.541843,-4.494265,-45.131943,3.126752,2.151069,0.929707,0.099253,0.038686,0.068761,0.009073,0.012805,-0.045216,0.002507
3.089982,-153.831317,-151.867832,6.771102,6.541345,-5.170294,-45.752623,3.501391,2.545108,0.950864,0.112528,0.039576,0.075818,0.007498,0.011717,-0.044048,0.002511
3.094158,-155.834754,-149.352632,6.837763,6.500546,-4.842670,-45.697173,3.197752,2.549690,0.969191,0.105579,0.039142,0.069446,0.006400,0.010749,-0.042894,0.002559
3.098334,-157.576284,-146.692985,6.878763,6.566792,-4.734367,-45.738429,3.252457,2.541915,0.987064,0.103142,0.039409,0.070586,0.005658,0.010196,-0.042106,0.002575
3.102509,-158.987339,-144.805253,6.866791,6.577840,-4.898516,-45.681307,3.169470,2.557829,0.999152,0.106824,0.039348,0.068850,0.004812,0.009354,-0.041025,0.002594
3.106685,-160.625174,-142.236352,6.795908,6.676711,-4.570512,-45.433951,3.258328,2.322804,1.015576,0.100260,0.039219,0.071180,0.003439,0.007908,-0.040165,0.002595
3.110861,-161.676546,-140.297824,6.856905,6.478417,-4.734367,-45.738429,3.252457,2.541915,1.028533,0.103142,0.038927,0.070586,0.002697,0.006992,-0.039293,0.002661
3.115036,-163.110351,-138.369952,6.945143,6.656828,-4.734367,-45.738429,3.252457,2.541915,1.041566,0.103142,0.039613,0.070586,0.002005,0.006077,-0.038723,0.002635
3.119212,-163.848732,-136.604801,6.759452,6.455356,-5.197313,-45.606051,3.463001,2.656182,1.050032,0.113471,0.039025,0.075245,0.001686,0.005571,-0.038131,0.002671
3.123388,-165.140544,-135.142633,6.897519,6.514167,-5.401854,-45.365967,3.390121,2.718598,1.058770,0.118515,0.039370,0.074019,0.001158,0.004596,-0.037526,0.002677
3.127563,-165.668123,-133.323461,6.800094,6.611985,-4.969816,-44.878712,3.314607,2.554390,1.067663,0.110289,0.039262,0.073227,0.000772,0.003755,-0.037098,0.002705
3.131739,-166.231769,-132.560923,7.080699,6.501155,-5.096455,-45.188874,3.290981,2.784259,1.073940,0.112307,0.039531,0.072239,0.000415,0.002793,-0.036670,0.002742
